"","x1","x2","x3","x4","x5","x6","x7","x8","y1"
"1600",69,50,100,28,112,27,25,69,13.2
"1601",76,46,90,34,116,27,17,71,13.4
"1602",30,22,40,15,57,12,8,39,13.34
"1603",7,9,8,4,24,3,5,14,6.13
"1604",22,13,24,5,44,12,13,20,2.28
"1605",39,6,26,3,49,6,10,43,4.31
"1606",41,5,24,2,44,7,9,44,5.18
"1607",38,13,36,6,48,14,13,35,5.25
"1608",34,20,34,4,33,12,17,32,6.16
"1609",33,24,33,6,21,9,15,33,5.26
"1610",23,24,28,6,36,8,16,24,5.04
"1611",30,28,21,7,39,7,16,34,4.51
"1612",35,21,16,7,53,8,14,28,5.14
"1613",29,22,15,6,62,7,14,28,5.07
"1614",30,9,15,8,59,7,17,35,4.99
"1615",32,12,18,9,51,5,24,26,5.1
"1616",25,18,42,4,53,9,10,28,4.73
"1617",25,18,42,2,41,11,23,29,5.23
"1618",30,16,24,1,27,10,16,27,5.05
"1619",28,19,11,4,33,25,18,31,4.45
"1620",32,13,22,3,36,27,17,32,6.03
"1621",35,28,17,6,45,11,14,38,6.55
"1622",36,17,25,4,48,10,11,36,6.44
"1623",45,7,35,2,39,11,9,44,5.7
"1624",45,11,19,9,48,8,11,42,5.85
"1625",31,15,29,2,44,6,12,26,5.71
"1626",28,21,26,8,40,3,17,31,4.57
"1627",30,12,37,10,43,6,26,27,5.26
"1628",22,21,17,4,49,16,20,23,5.49
"1629",25,28,15,8,48,20,18,28,5.33
"1630",26,21,16,3,44,16,19,26,6.14
"1631",30,23,12,5,45,23,14,29,4.85
"1632",24,7,7,0,29,13,13,24,5.65
"1633",1,12,15,9,20,8,13,7,3.83
"1634",21,24,50,24,50,19,13,34,2.88
"1635",34,21,71,18,88,19,15,25,6.97
"1636",22,23,75,19,104,20,20,22,7.61
"1637",26,23,90,15,75,32,8,27,8.01
"1638",24,29,69,17,79,26,16,20,8.22
"1639",20,25,63,21,105,17,10,19,7.35
"1640",28,16,54,33,92,27,19,28,6.98
"1641",24,31,65,23,102,26,12,27,8.27
"1642",28,26,64,23,98,21,10,29,8.41
"1643",30,26,66,17,101,15,14,28,8.34
"1644",30,25,60,22,86,17,16,33,7.91
"1645",29,24,72,24,89,15,14,27,7.89
"1646",21,31,78,23,72,18,13,18,7.48
"1647",21,25,74,29,84,20,21,23,6.97
"1648",23,28,65,20,77,19,12,24,7.4
"1649",25,28,71,22,90,18,12,25,7.21
"1650",31,40,73,15,82,25,12,26,7.66
"1651",21,27,71,16,98,27,7,22,8.74
"1652",24,31,92,12,71,27,11,28,8.29
"1653",24,32,80,20,81,22,13,18,9.3
"1654",23,25,75,28,74,23,14,25,7.73
"1655",23,16,93,22,101,20,15,25,7.67
"1656",34,18,60,26,99,14,16,37,7.92
"1657",18,35,55,27,121,15,18,16,8.17
"1658",21,44,63,17,102,18,14,23,7.9
"1659",23,33,57,17,95,33,10,19,8.96
"1660",16,33,84,11,71,26,22,16,8.57
"1661",18,24,87,5,91,22,12,21,7.47
"1662",22,14,83,11,77,25,12,22,6.96
"1663",6,10,14,2,17,7,12,8,7.14
"1664",16,41,72,11,54,27,33,24,2.69
"1665",46,50,81,31,89,30,30,52,8.17
"1666",63,36,76,24,112,29,30,61,11.37
"1667",63,21,73,27,123,33,32,66,12.02
"1668",52,32,91,23,118,43,25,50,12.51
"1669",50,25,114,22,92,24,27,49,12.4
"1670",57,28,83,21,124,25,33,61,10.71
"1671",64,21,72,25,128,28,28,59,11.79
"1672",46,43,81,19,107,35,37,51,12.43
"1673",55,54,73,21,101,36,27,56,11.79
"1674",65,51,74,25,110,24,27,58,12.27
"1675",49,43,83,23,117,33,31,48,11.81
"1676",52,36,102,21,96,24,34,58,12.02
"1677",63,20,107,29,84,34,29,62,11.11
"1678",60,19,70,20,131,22,31,62,12.45
"1679",65,22,65,23,124,28,32,63,11.2
"1680",56,50,76,22,106,24,22,58,12.26
"1681",54,40,85,32,106,33,22,52,11.35
"1682",57,44,75,25,108,25,24,54,11.96
"1683",49,47,81,17,121,35,31,46,11.58
"1684",45,49,100,25,124,23,17,52,14.21
"1685",49,34,106,18,96,30,33,48,11.23
"1686",49,44,86,13,99,53,23,47,11.01
"1687",55,32,65,31,103,64,25,61,13.19
"1688",62,29,69,37,104,46,22,52,14.96
"1689",50,29,75,32,113,34,29,50,13.63
"1690",54,27,96,21,102,34,27,63,14.29
"1691",60,39,83,6,101,37,21,59,12.23
"1692",63,56,96,4,120,21,12,66,12.09
"1693",9,13,15,5,13,9,9,11,11.62
"1694",15,20,27,6,33,11,9,15,2.38
"1695",29,20,54,13,61,33,19,30,4.17
"1696",31,9,28,16,80,28,8,36,7.98
"1697",33,14,32,12,77,25,10,36,7.46
"1698",34,17,52,8,63,22,7,29,7.17
"1699",36,24,37,8,79,28,9,33,6.64
"1700",20,13,42,7,75,23,15,27,8.03
"1701",29,5,49,8,81,17,12,27,6.34
"1702",35,19,45,13,71,13,16,33,6.34
"1703",33,15,53,11,80,11,6,35,6.58
"1704",36,10,44,8,78,22,8,35,6.42
"1705",34,18,46,7,68,19,11,33,7.55
"1706",19,23,50,10,94,19,14,18,6.65
"1707",29,19,41,13,91,29,9,28,6.96
"1708",24,21,51,11,79,23,15,25,8.17
"1709",27,16,45,14,81,21,17,32,7.12
"1710",36,16,59,6,62,17,11,33,7.27
"1711",35,17,36,9,63,21,14,37,6.43
"1712",41,14,37,14,74,20,8,35,7
"1713",30,18,36,14,94,9,16,34,7.15
"1714",32,16,62,9,81,13,14,25,6.98
"1715",24,19,62,10,65,26,14,28,7.08
"1716",24,15,60,9,59,34,15,22,7.21
"1717",31,10,50,6,79,28,11,37,7.56
"1718",33,9,37,14,97,18,8,32,7.76
"1719",35,14,41,9,80,19,21,36,7.05
"1720",34,9,61,4,86,18,13,33,7.64
"1721",31,15,47,11,67,19,15,32,8.17
"1722",39,12,48,12,81,12,10,38,7.24
"1723",11,5,17,7,25,6,7,14,6.68
"1724",18,23,34,18,57,16,25,24,2.68
"1725",48,49,57,27,104,42,32,62,6.2
"1726",75,27,63,35,112,50,24,67,13.3
"1727",72,24,91,38,122,29,21,76,14.45
"1728",71,30,117,33,110,6,21,70,13.69
"1729",51,32,105,30,116,38,33,48,11.54
"1730",52,32,107,34,121,33,22,58,12.79
"1731",59,38,99,37,128,39,23,52,12.81
"1732",58,36,80,24,121,30,29,60,13.92
"1733",57,40,78,11,132,56,40,56,12.63
"1734",57,44,79,18,128,43,29,58,15.11
"1735",68,47,72,21,138,47,24,66,13.9
"1736",62,33,96,27,130,33,17,60,14.56
"1737",51,32,93,28,117,43,24,61,13.01
"1738",60,39,85,23,131,34,31,59,14.02
"1739",56,44,79,35,149,22,35,46,13.15
"1740",50,46,94,17,139,36,37,61,12.23
"1741",56,42,96,20,129,40,21,55,13.58
"1742",65,35,96,18,120,44,17,68,13.8
"1743",61,44,85,22,130,37,28,59,13.99
"1744",66,34,122,29,108,17,25,67,13.7
"1745",57,23,121,28,125,20,21,59,13.91
"1746",76,26,93,28,126,20,24,65,12.16
"1747",50,36,94,35,150,33,19,51,12.21
"1748",65,44,71,32,117,41,26,66,12.83
"1749",64,43,81,25,121,39,21,67,14.35
"1750",60,33,94,23,100,47,31,63,14.15
"1751",62,38,116,21,130,23,27,55,13.68
"1752",69,32,90,27,122,20,21,71,15.23
"1753",37,13,66,16,73,12,18,36,12.68
"1754",12,17,20,1,21,3,8,19,6.96
"1755",41,27,28,4,44,28,16,53,2.8
"1756",54,31,38,2,46,26,27,52,8.44
"1757",51,20,34,12,57,20,21,55,8.63
"1758",74,23,30,5,58,7,14,78,8.4
"1759",80,11,29,7,78,12,21,71,8.4
"1760",59,23,47,5,49,25,16,58,9.04
"1761",57,26,44,7,54,30,22,55,9.06
"1762",56,33,30,3,58,22,20,60,9.47
"1763",58,29,30,7,64,20,31,55,9.03
"1764",56,25,27,6,44,22,46,58,9.14
"1765",55,27,45,5,54,21,25,51,8.63
"1766",51,28,49,8,56,19,19,53,8.54
"1767",56,41,35,5,50,26,21,61,8.61
"1768",59,24,39,3,60,21,30,51,9.39
"1769",57,21,32,4,68,12,36,59,8.88
"1770",70,19,32,3,58,13,20,69,8.24
"1771",64,26,26,4,64,15,29,65,8.38
"1772",58,24,29,8,71,22,19,62,9.01
"1773",66,22,34,4,64,20,19,63,9.17
"1774",62,37,30,4,57,20,18,63,8.7
"1775",53,23,32,4,61,30,21,51,9.3
"1776",52,45,38,5,41,32,15,56,9.88
"1777",61,25,41,13,47,22,18,62,9.59
"1778",69,26,42,13,45,16,13,68,8.82
"1779",62,23,37,12,56,15,11,61,8.79
"1780",64,31,23,11,52,29,31,61,8.45
"1781",61,43,23,10,53,31,24,64,9.5
"1782",56,32,27,8,58,21,18,56,10.13
"1783",48,19,37,3,43,17,22,51,10.77
"1784",4,16,19,3,12,15,10,8,7.38
"1785",28,30,66,5,75,31,23,33,3.03
"1786",41,36,84,7,105,48,24,39,8.96
"1787",40,33,93,13,126,47,28,47,11.93
"1788",59,16,85,11,127,35,25,59,13.4
"1789",54,19,88,16,138,20,24,53,12.01
"1790",46,28,78,16,124,30,26,46,11.34
"1791",48,25,57,15,146,25,25,51,11.06
"1792",65,35,71,17,136,19,13,71,11.08
"1793",63,29,82,29,117,30,20,49,11.72
"1794",48,25,83,20,136,24,18,60,11.6
"1795",60,25,87,24,131,22,25,54,11.63
"1796",53,39,65,22,117,36,21,53,11.28
"1797",49,36,83,16,124,31,21,52,12.03
"1798",64,38,76,13,129,32,16,68,12.5
"1799",62,29,90,11,90,41,26,52,12.93
"1800",53,25,87,12,114,30,23,60,12.49
"1801",62,28,69,9,115,30,22,65,11.14
"1802",71,22,70,8,134,33,12,59,11.75
"1803",49,30,96,12,122,24,22,56,11.69
"1804",51,30,105,11,109,32,37,44,11.32
"1805",43,26,100,7,131,26,26,51,11.21
"1806",50,28,90,13,120,20,30,54,12.37
"1807",57,31,72,11,144,24,24,50,11.16
"1808",50,34,67,9,125,38,22,53,11.46
"1809",59,33,45,10,147,57,17,60,11.99
"1810",57,30,68,12,124,42,26,52,13.88
"1811",46,26,70,9,118,51,18,48,12.44
"1812",60,23,79,13,109,47,18,60,12.71
"1813",58,24,82,7,124,41,23,58,12.76
"1814",6,8,15,5,17,6,3,9,14.58
"1815",23,22,65,12,53,34,29,35,2.08
"1816",60,51,99,18,95,46,26,61,8.61
"1817",60,47,95,16,132,23,31,65,13.29
"1818",76,31,71,7,150,33,22,77,12.83
"1819",77,30,87,13,144,35,26,74,13.79
"1820",82,27,71,8,134,44,29,81,13.76
"1821",79,38,72,6,130,32,39,80,15.08
"1822",86,26,81,7,154,20,38,87,13.84
"1823",78,34,59,10,134,35,35,78,14.07
"1824",70,42,68,20,121,44,33,66,13.82
"1825",65,49,68,19,141,45,35,67,13.96
"1826",70,34,61,17,124,43,31,75,14.87
"1827",77,31,88,21,122,44,15,82,14.08
"1828",84,26,81,16,125,39,30,79,14.96
"1829",84,29,91,21,118,41,30,83,14.68
"1830",78,40,75,16,114,50,28,74,14.33
"1831",68,29,65,18,127,42,23,78,15.1
"1832",84,42,78,22,127,45,39,70,13.92
"1833",76,35,85,19,124,33,25,85,15.18
"1834",74,32,94,15,144,42,19,70,13.71
"1835",71,36,82,14,153,39,25,66,14.68
"1836",58,37,86,17,135,44,37,61,14.25
"1837",78,32,78,12,115,38,43,71,16.52
"1838",67,31,95,8,139,38,36,70,13.74
"1839",66,32,85,10,147,32,27,63,14.36
"1840",65,37,83,16,130,33,33,73,13.53
"1841",83,43,77,20,130,29,21,86,13.84
"1842",71,38,76,17,125,43,22,72,14.23
"1843",86,35,70,15,139,55,34,73,14.51
"1844",17,12,17,9,41,16,13,26,15.81
"1845",15,20,34,8,62,9,18,23,4.65
"1846",35,32,90,14,87,22,26,40,5.39
"1847",54,27,72,10,111,20,22,55,9.52
"1848",64,16,55,8,122,17,25,61,10.31
"1849",51,19,53,20,111,36,30,53,10.06
"1850",55,24,56,14,119,29,16,52,11.49
"1851",59,24,59,16,110,20,30,63,11.02
"1852",60,16,49,15,121,18,30,68,10.44
"1853",60,21,57,22,82,19,28,56,10.94
"1854",62,26,67,18,117,22,21,62,9.53
"1855",48,36,65,24,124,22,27,42,11.47
"1856",51,28,61,12,82,30,27,59,10.6
"1857",69,17,57,15,79,30,21,63,10.9
"1858",63,28,60,17,77,36,20,66,10.79
"1859",58,25,53,15,98,27,24,57,11.54
"1860",67,25,46,14,107,26,24,68,10.71
"1861",63,23,65,13,96,25,32,63,11.32
"1862",57,24,66,10,106,30,19,56,10.79
"1863",53,34,55,10,113,42,23,50,11.19
"1864",49,37,59,21,103,31,22,47,11.8
"1865",43,28,54,17,114,24,18,49,10.71
"1866",69,19,53,13,104,36,16,64,9.8
"1867",49,36,69,12,87,49,13,52,12
"1868",57,24,51,9,78,47,26,56,13.93
"1869",62,21,46,15,93,40,30,64,12.03
"1870",51,26,67,15,102,29,31,51,12.16
"1871",55,36,76,8,87,17,27,55,11
"1872",62,26,76,4,101,14,30,65,9.83
"1873",69,18,64,5,106,15,23,69,10.34
"1874",35,10,27,9,64,16,11,36,10.3
"1875",15,9,18,3,24,11,12,28,6.03
"1876",50,24,37,16,52,20,24,61,4.88
"1877",70,32,21,9,65,35,13,70,10.81
"1878",73,20,33,11,82,25,17,72,10.98
"1879",76,23,35,8,75,19,26,71,10.5
"1880",69,24,50,7,63,24,31,70,10.14
"1881",65,24,46,7,63,24,33,62,10.44
"1882",71,28,33,8,73,23,24,72,9.56
"1883",56,34,38,11,86,37,22,56,10.44
"1884",66,39,40,6,87,20,28,60,11.16
"1885",52,25,49,5,79,17,31,57,10.03
"1886",58,19,46,8,97,17,30,56,8.86
"1887",53,19,53,10,94,12,33,53,9.29
"1888",56,33,51,11,96,20,18,57,9.04
"1889",58,18,46,11,72,21,18,61,9.67
"1890",58,25,53,18,85,29,22,57,9.34
"1891",62,27,49,14,61,28,33,65,10.49
"1892",63,36,44,15,61,26,21,58,10.47
"1893",65,44,40,12,59,20,20,65,10.07
"1894",57,20,40,16,66,32,20,65,9.7
"1895",69,20,37,12,66,26,30,64,10.25
"1896",65,33,38,10,80,22,31,70,10.26
"1897",67,20,46,7,70,21,19,65,10.19
"1898",57,27,51,13,79,28,37,54,10.29
"1899",58,22,54,11,79,22,35,50,10.5
"1900",53,25,44,16,71,21,33,58,9.64
"1901",61,26,60,10,82,22,20,65,9.75
"1902",64,33,55,14,61,18,26,59,9.89
"1903",71,25,44,11,70,17,27,71,9.82
"1904",43,26,31,2,60,15,19,43,9.72
"1905",7,5,9,3,15,7,12,11,6.89
"1906",29,26,43,12,35,31,15,37,2.36
"1907",49,34,56,18,47,33,14,50,8.32
"1908",45,35,57,11,56,32,20,47,10.91
"1909",49,14,66,14,67,20,16,46,9.55
"1910",40,24,71,13,66,15,21,45,8.17
"1911",47,25,59,11,53,18,23,48,8.22
"1912",54,19,60,9,60,21,21,51,8.1
"1913",37,34,62,14,61,20,29,35,9.17
"1914",56,30,67,16,58,22,18,58,7.98
"1915",61,27,55,26,75,12,22,54,9.35
"1916",39,38,53,18,64,9,20,42,9
"1917",49,47,50,18,69,15,23,49,7.51
"1918",55,27,40,22,78,16,20,63,8.97
"1919",63,15,39,19,65,16,22,66,9.08
"1920",60,24,38,20,54,21,16,51,9.35
"1921",53,33,56,18,70,26,15,53,8.88
"1922",43,31,70,9,57,32,14,48,10.14
"1923",53,28,67,5,67,26,17,49,9.52
"1924",50,37,49,5,73,35,11,50,9.21
"1925",54,39,58,5,61,26,12,53,9.88
"1926",49,28,61,10,66,20,21,49,9.53
"1927",57,24,45,25,60,37,13,55,8.73
"1928",44,25,50,25,62,33,20,46,10.08
"1929",45,22,61,16,60,37,22,44,10.76
"1930",50,34,50,14,59,33,21,52,9.74
"1931",49,44,50,17,55,30,16,47,9.75
"1932",44,34,61,13,61,31,21,42,9.58
"1933",46,31,63,22,61,36,24,45,9.21
"1934",37,38,62,20,57,32,21,41,10.18
"1935",1,6,1,2,6,5,4,5,9.31
"1936",20,20,25,8,40,19,18,26,1.2
"1937",33,20,42,11,71,35,16,40,5.56
"1938",51,10,53,9,78,14,6,51,9.31
"1939",49,15,62,8,74,13,13,42,9.04
"1940",37,22,58,4,91,14,8,41,7.41
"1941",40,15,47,10,98,20,15,35,7.88
"1942",32,22,47,11,89,9,16,35,8.21
"1943",33,19,59,9,71,28,16,30,7.12
"1944",41,21,63,6,62,39,12,43,8.12
"1945",37,25,73,3,64,23,13,35,9.5
"1946",39,21,55,6,82,22,8,38,7.52
"1947",33,33,55,13,84,15,12,41,8.19
"1948",46,24,49,19,78,12,12,38,7.8
"1949",36,19,40,10,82,12,17,40,7.79
"1950",38,20,61,13,89,10,13,38,7.4
"1951",41,20,51,13,77,24,18,44,7.15
"1952",40,13,66,10,73,37,13,39,9.06
"1953",41,17,55,13,70,26,15,32,9.28
"1954",26,20,58,15,61,33,12,33,8.12
"1955",34,28,64,12,58,33,18,35,8.5
"1956",46,20,35,11,75,30,15,45,8.76
"1957",39,15,50,11,90,14,20,38,9.63
"1958",39,25,40,12,87,16,14,40,8
"1959",46,27,57,19,77,14,18,43,8.54
"1960",41,13,49,13,83,23,16,43,9.77
"1961",34,14,56,17,78,13,22,39,8.29
"1962",45,7,52,10,72,30,18,39,7.43
"1963",37,20,50,8,63,40,18,39,9.01
"1964",40,20,42,9,67,29,7,45,9.38
"1965",18,10,18,4,15,6,9,11,8.64
"1966",28,34,29,12,37,15,17,36,2.59
"1967",47,29,65,5,81,32,31,60,6.32
"1968",63,24,81,3,99,40,20,53,10.39
"1969",65,20,64,8,108,33,24,64,12.28
"1970",64,25,55,4,121,24,28,69,14.23
"1971",55,15,63,4,119,30,21,55,11.37
"1972",68,27,65,3,107,26,30,64,10.93
"1973",62,26,51,16,119,28,23,66,11.98
"1974",65,21,49,9,139,35,21,60,11.69
"1975",57,27,43,15,111,46,17,56,12.51
"1976",60,33,43,16,96,46,20,67,12.52
"1977",56,29,50,11,120,29,16,49,13.06
"1978",67,27,50,5,116,32,25,72,10.51
"1979",60,15,60,8,106,36,21,69,11.86
"1980",67,24,67,9,89,41,30,60,11.47
"1981",63,30,61,7,99,38,24,61,12.39
"1982",63,36,64,6,94,30,25,62,12.33
"1983",48,24,54,10,124,35,33,55,11.48
"1984",56,33,52,7,103,38,33,50,11.46
"1985",57,24,47,5,113,34,38,63,12.01
"1986",79,22,56,9,106,32,29,75,11.42
"1987",64,19,57,10,91,29,18,68,12.44
"1988",77,22,63,13,85,34,9,76,11.19
"1989",72,29,48,8,103,37,20,72,11.89
"1990",63,33,46,12,102,29,20,64,13.81
"1991",59,33,57,15,107,30,22,61,11.3
"1992",70,19,56,5,101,42,22,66,11.45
"1993",66,26,53,9,117,21,21,65,12.31
"1994",66,13,50,6,116,42,23,66,10.72
"1995",36,12,26,3,46,20,17,30,12.34
"1996",6,15,22,3,34,10,10,11,5.41
"1997",32,17,39,6,90,22,16,36,3.18
"1998",36,11,39,7,123,33,5,36,8.15
"1999",35,17,52,5,105,28,14,34,9.34
"2000",28,25,69,14,91,32,20,26,8.35
"2001",26,21,83,8,101,21,24,29,10.96
"2002",35,31,57,8,116,23,14,34,8.03
"2003",25,21,54,18,120,33,17,29,8.99
"2004",39,25,41,15,90,33,21,35,9.79
"2005",31,14,53,27,72,42,10,33,9.43
"2006",40,15,74,15,81,33,14,38,9.62
"2007",38,19,78,2,85,25,19,38,9.25
"2008",25,27,65,5,85,41,17,29,8.39
"2009",30,24,65,3,97,47,16,30,9
"2010",32,19,47,14,112,41,16,29,10.41
"2011",30,16,66,13,118,16,10,28,9.83
"2012",30,17,41,16,115,20,17,29,7.75
"2013",30,12,52,14,115,31,13,33,7.95
"2014",36,11,55,13,103,27,14,38,9.45
"2015",41,19,42,17,84,29,20,40,8.74
"2016",40,21,48,14,85,25,16,38,8.92
"2017",30,21,70,19,99,23,13,31,8.21
"2018",29,21,77,12,72,34,10,31,8.17
"2019",36,24,49,15,101,30,17,32,8.27
"2020",30,24,39,11,104,25,25,36,8.93
"2021",33,14,52,15,114,22,13,29,10.08
"2022",32,13,72,19,70,32,20,33,8.42
"2023",35,16,65,20,79,32,15,33,8.75
"2024",28,32,59,16,106,23,12,30,8.56
"2025",21,17,42,5,69,14,15,21,8.21
"2026",4,11,13,1,26,9,17,9,5.37
"2027",28,26,30,17,55,28,13,35,3.04
"2028",35,26,53,20,76,35,15,36,7.91
"2029",45,30,57,17,88,14,22,46,9.26
"2030",49,19,59,11,74,16,18,47,8.77
"2031",50,19,66,19,66,27,18,50,8.09
"2032",46,33,57,14,75,25,15,46,10.66
"2033",46,22,55,5,92,27,18,43,9.16
"2034",31,23,50,8,82,27,18,32,9.38
"2035",39,23,62,17,81,21,23,42,8.22
"2036",42,30,61,24,80,13,18,38,8.22
"2037",42,36,61,18,78,21,16,43,7.86
"2038",40,34,57,9,88,20,19,41,9.09
"2039",50,21,56,5,90,17,24,48,8.43
"2040",40,23,51,22,90,14,21,44,9.05
"2041",41,25,44,15,85,22,25,41,8.61
"2042",40,34,53,17,72,42,21,38,8.36
"2043",33,28,54,9,65,44,26,30,10.38
"2044",31,37,60,17,88,41,16,39,9.9
"2045",49,18,49,18,76,32,11,42,10.37
"2046",51,10,67,14,67,24,12,58,9.4
"2047",45,25,67,10,75,16,12,40,9.19
"2048",45,27,51,13,86,23,14,48,7.76
"2049",43,30,68,14,77,22,20,38,8.67
"2050",41,22,54,19,84,18,22,45,8.65
"2051",55,20,61,14,72,22,19,53,8.53
"2052",49,26,61,18,66,25,13,46,10.05
"2053",37,33,60,22,73,31,15,41,8.96
"2054",45,16,52,13,84,22,6,42,11.49
"2055",34,36,50,12,74,24,17,34,7.99
"2056",4,3,12,3,9,4,5,9,7.91
"2057",21,26,39,15,70,19,14,25,1.6
"2058",45,27,69,18,102,25,20,44,7.07
"2059",43,26,73,20,109,15,13,49,9.67
"2060",47,29,57,16,106,12,13,55,8.91
"2061",50,24,71,18,99,15,22,39,8.78
"2062",40,24,83,28,97,26,22,43,9.48
"2063",39,42,71,23,92,39,16,40,12.16
"2064",39,37,70,16,103,33,24,38,11.3
"2065",40,28,70,29,99,33,34,37,10.23
"2066",34,32,67,22,118,20,20,40,10.38
"2067",49,25,58,23,95,25,16,46,9.43
"2068",45,36,63,23,111,27,12,44,9.99
"2069",43,35,67,26,81,29,21,43,10.33
"2070",40,34,69,25,89,39,16,41,10.36
"2071",45,30,90,11,81,29,15,42,11.02
"2072",47,26,72,14,87,44,17,47,9.97
"2073",41,18,59,26,76,36,17,46,11.65
"2074",46,23,51,15,115,34,10,44,10.39
"2075",47,28,52,20,112,28,26,42,10.6
"2076",33,35,73,20,104,25,14,40,10.29
"2077",41,28,84,20,86,22,21,31,9.37
"2078",32,32,74,32,85,32,17,40,9.23
"2079",43,34,39,36,83,53,23,47,10.03
"2080",45,28,45,47,103,35,14,40,12.39
"2081",46,28,68,26,79,26,23,40,10.81
"2082",42,35,73,22,87,17,23,48,10.92
"2083",44,31,83,9,83,19,24,54,9.47
"2084",49,25,75,21,72,24,19,39,8.81
"2085",44,23,89,17,95,28,9,38,9.52
"2086",8,8,9,5,16,12,4,14,10.38
"2087",17,11,32,6,27,21,25,25,2.4
"2088",54,19,40,7,57,15,27,55,5.47
"2089",55,19,32,5,55,20,26,60,8.08
"2090",63,27,42,8,59,9,17,59,8.13
"2091",54,25,45,10,60,7,11,53,7.72
"2092",44,29,52,11,62,15,22,50,7.45
"2093",54,33,31,7,75,11,29,48,7.92
"2094",34,40,34,10,60,20,31,32,9.4
"2095",36,36,29,23,68,21,35,40,8.41
"2096",52,25,44,22,40,17,20,49,8.35
"2097",42,29,48,20,56,17,34,43,7.83
"2098",56,31,32,22,67,12,20,59,8.09
"2099",50,21,28,27,67,19,20,52,8.59
"2100",48,30,31,14,66,17,26,46,9.02
"2101",42,32,26,16,75,23,31,42,8.46
"2102",47,26,42,11,59,16,31,41,8.96
"2103",39,28,46,14,59,15,15,50,8.07
"2104",54,22,47,11,65,15,17,49,8.03
"2105",52,29,46,17,53,17,25,51,8.54
"2106",43,29,40,15,71,21,19,41,8.56
"2107",45,22,47,13,87,16,24,43,8.26
"2108",36,25,55,10,69,11,32,40,8.13
"2109",41,37,50,10,67,13,18,35,7.18
"2110",38,31,36,12,69,22,10,45,7.58
"2111",43,41,46,23,60,15,18,41,8.5
"2112",46,41,45,20,65,7,24,43,7.76
"2113",46,33,45,17,67,12,24,51,9.04
"2114",51,24,35,22,63,10,31,49,7.92
"2115",47,21,30,23,55,12,24,53,7.85
"2116",23,11,15,11,23,2,17,21,7.77
"2117",17,14,44,6,40,22,16,25,3.36
"2118",43,43,84,9,96,46,30,48,6.08
"2119",59,39,77,17,142,45,17,55,13.2
"2120",48,36,75,30,143,28,18,52,13.6
"2121",58,46,77,24,152,25,21,57,12.02
"2122",66,35,91,19,139,51,5,65,12.62
"2123",49,35,88,19,108,37,18,52,14.91
"2124",51,49,102,20,110,35,25,51,12.24
"2125",49,30,104,21,128,38,27,48,14.71
"2126",43,33,98,18,106,48,23,43,13.53
"2127",52,29,109,12,109,42,19,56,12.57
"2128",53,25,97,14,135,56,22,48,12.54
"2129",62,19,106,19,117,36,16,61,13.93
"2130",56,33,96,25,135,22,22,57,12.5
"2131",58,33,70,33,141,33,13,63,12.12
"2132",61,22,71,29,151,41,14,58,13.39
"2133",44,27,91,40,123,36,20,49,13.37
"2134",52,39,81,24,115,41,27,49,12.19
"2135",47,34,97,27,150,43,15,42,13.1
"2136",42,45,84,22,121,46,23,44,13.73
"2137",50,33,110,8,130,42,23,46,12.92
"2138",44,35,98,5,143,45,25,50,13.21
"2139",39,31,101,4,153,48,21,45,13.26
"2140",53,37,95,9,117,45,19,51,13.45
"2141",56,41,108,20,115,44,20,54,12.93
"2142",50,34,97,23,128,39,21,45,13.8
"2143",56,15,104,28,131,32,24,52,13.6
"2144",52,32,124,28,120,38,23,57,14.2
"2145",61,23,101,25,137,36,18,57,13.59
"2146",25,14,75,11,78,20,10,28,12.74
"2147",11,20,30,4,12,8,20,19,6.87
"2148",30,37,75,18,66,29,34,35,3.71
"2149",50,36,107,12,97,32,29,54,9.49
"2150",58,32,82,9,104,20,21,62,12.14
"2151",67,25,71,14,130,30,15,64,11.26
"2152",62,27,67,20,132,29,15,68,12.15
"2153",59,28,60,16,111,33,22,53,12.93
"2154",56,34,67,32,106,37,24,48,11.81
"2155",45,47,80,18,128,21,11,47,12.22
"2156",50,35,72,20,110,27,25,51,11.78
"2157",56,25,65,16,119,26,23,56,12.88
"2158",59,38,84,17,121,22,28,65,11.88
"2159",67,28,75,20,112,26,23,62,12.37
"2160",55,33,88,22,103,21,28,60,12.29
"2161",61,18,103,15,93,34,12,58,11.55
"2162",58,33,91,19,103,29,22,51,11.82
"2163",53,32,83,8,128,25,19,54,11.28
"2164",49,37,91,15,120,42,15,53,11.81
"2165",45,34,100,19,128,44,25,46,12.54
"2166",50,29,85,14,115,35,25,51,12.81
"2167",48,40,73,13,117,40,21,43,12.51
"2168",50,40,82,9,113,38,27,56,12.53
"2169",59,40,74,15,110,34,21,57,12.74
"2170",55,26,88,25,115,33,18,57,12.19
"2171",57,28,73,28,104,38,25,56,12.19
"2172",57,36,75,18,99,40,31,54,12.81
"2173",64,33,61,22,107,33,34,67,12.93
"2174",50,34,56,17,108,51,14,50,14.68
"2175",56,44,69,20,109,50,18,59,13.37
"2176",41,42,75,18,81,39,25,38,14.21
"2177",5,13,18,3,18,7,6,14,10.17
"2178",33,27,46,8,79,20,21,43,2.71
"2179",62,26,57,8,91,37,29,63,8.78
"2180",70,25,57,6,95,26,23,74,11.67
"2181",83,30,29,5,112,22,28,81,11.7
