"","x1","x2","x3","x4","x5","x6","x7","x8","y1"
"1",24,27,25,4,35,10,17,32,12.4
"2",63,43,47,22,82,35,27,71,33.15
"3",80,26,72,29,88,24,27,74,60.45
"4",59,27,82,21,102,25,25,68,51.33
"5",60,34,65,18,117,29,27,49,36.15
"6",54,32,77,30,100,42,30,60,25.18
"7",66,41,76,27,94,23,19,69,19.94
"8",64,41,62,36,75,30,34,62,21.83
"9",57,36,74,33,79,36,32,55,22.32
"10",65,36,59,19,90,41,19,73,18.87
"11",65,55,64,18,80,23,28,58,19.75
"12",64,39,91,14,96,22,19,72,22.99
"13",76,38,76,22,92,20,21,81,20.05
"14",75,35,69,20,81,23,25,69,16.34
"15",69,49,53,21,103,23,33,74,30.34
"16",73,43,84,21,89,12,25,61,19.33
"17",64,40,92,19,99,19,16,63,14.42
"18",62,55,59,39,89,16,39,69,17.83
"19",65,40,82,24,87,21,35,57,15.86
"20",57,37,82,29,86,25,30,60,13.17
"21",71,36,85,20,101,25,27,64,13.26
"22",58,41,75,18,108,26,42,66,18.89
"23",68,28,74,19,107,25,20,60,18.74
"24",51,37,75,21,90,28,30,60,17.06
"25",64,35,90,21,100,19,26,67,12.64
"26",75,36,66,25,90,20,24,77,13.18
"27",69,39,80,19,69,28,19,71,14.81
"28",77,44,66,21,80,30,33,62,16.01
"29",64,30,57,16,102,29,28,80,14.05
"30",44,18,38,10,43,15,9,42,14.69
"31",11,23,11,12,30,20,14,24,8.3
"32",45,35,47,17,81,24,31,52,6.42
"33",78,23,57,18,90,33,21,75,11.73
"34",86,24,60,15,86,27,24,90,14.73
"35",66,49,63,13,96,30,34,63,14.69
"36",59,52,65,14,85,33,25,57,13.71
"37",70,38,75,17,93,28,24,71,13.01
"38",69,44,68,15,78,22,27,69,14.27
"39",67,44,63,15,93,21,29,63,12.53
"40",56,45,62,20,104,29,18,59,14.72
"41",54,28,68,16,96,47,21,56,13.98
"42",67,45,75,25,93,24,31,64,16.06
"43",63,32,76,22,93,27,23,65,20.95
"44",65,27,55,21,104,33,23,69,22.68
"45",66,36,74,25,94,20,12,62,19.69
"46",65,33,66,23,109,16,26,66,15.01
"47",62,38,60,20,94,23,29,64,13.39
"48",57,40,68,17,86,43,31,54,12.8
"49",63,39,79,14,87,31,36,56,13.46
"50",58,31,94,15,78,26,35,61,13.09
"51",66,39,94,12,67,30,29,72,13.76
"52",61,36,88,16,87,28,22,60,14.74
"53",65,47,83,18,81,19,22,68,13.84
"54",70,44,51,20,111,31,13,62,12.57
"55",70,62,51,21,91,25,18,72,13.61
"56",58,46,63,23,88,27,31,62,13.22
"57",68,46,69,16,84,31,19,67,12.52
"58",68,40,80,14,84,28,28,67,15.21
"59",61,36,96,17,102,18,26,64,13.45
"60",56,20,61,5,82,15,21,52,11.9
"61",3,10,11,0,13,4,4,7,9.12
"62",20,17,32,1,35,11,10,21,1.85
"63",32,17,48,8,43,10,8,33,4.91
"64",39,6,34,6,38,6,8,45,6.44
"65",42,15,40,3,40,9,8,43,5.76
"66",42,15,33,9,48,11,12,40,6.33
"67",42,26,37,7,39,4,17,46,6.5
"68",40,16,26,12,40,12,20,31,6.58
"69",32,16,33,17,54,11,12,36,6.1
"70",41,18,26,19,41,7,8,41,6.7
"71",40,18,17,15,47,18,11,40,7.72
"72",37,18,28,20,31,8,15,41,7.95
"73",39,13,24,11,45,11,15,38,6.59
"74",35,21,32,6,45,13,19,34,5.79
"75",38,20,20,7,53,14,16,40,6.47
"76",44,8,29,11,49,10,22,43,6.85
"77",43,21,25,12,51,6,14,42,7.06
"78",42,16,25,5,46,14,9,46,7.07
"79",41,14,33,8,37,13,22,38,7.12
"80",36,14,34,11,39,15,13,28,6.55
"81",26,13,30,14,38,24,17,34,6.24
"82",33,16,31,19,35,15,18,30,7.14
"83",36,20,20,12,39,14,20,34,6.3
"84",40,10,24,14,50,10,10,41,7.06
"85",39,15,27,12,35,7,11,38,6.68
"86",37,22,31,9,39,17,10,40,5.57
"87",33,26,34,8,40,17,13,32,6.94
"88",32,13,33,5,47,19,23,28,12.32
"89",30,12,40,8,46,19,15,33,7.79
"90",43,18,44,8,42,9,12,43,6.64
"91",4,7,4,2,9,3,4,8,6.72
"92",14,18,36,11,51,28,21,18,1.48
"93",35,22,60,21,69,24,19,45,7.3
"94",50,17,34,20,99,18,9,44,9.68
"95",49,14,62,22,96,20,4,57,9.77
"96",62,17,43,14,98,7,11,56,10.2
"97",45,17,57,13,76,20,12,44,9.56
"98",42,20,70,11,74,29,21,46,9.13
"99",43,25,63,10,78,28,12,36,10.51
"100",41,15,62,12,80,32,14,43,9.9
"101",50,18,49,11,68,33,17,58,10.1
"102",48,25,47,10,86,25,16,39,13.85
"103",43,28,52,8,76,32,13,49,11.91
"104",50,15,55,5,69,38,11,46,10.38
"105",49,17,48,11,77,30,11,47,10.22
"106",50,14,58,11,88,30,15,47,10.37
"107",42,22,66,9,77,26,14,45,10.06
"108",37,27,81,10,87,22,18,38,9.44
"109",46,25,54,15,90,16,15,44,18.99
"110",48,16,57,18,96,28,13,53,11.14
"111",49,19,45,12,94,19,24,46,10.35
"112",55,14,53,19,103,11,9,53,9.85
"113",36,23,52,14,87,20,15,37,9.41
"114",46,17,53,10,101,18,15,44,9.58
"115",35,15,85,17,80,21,12,39,8.7
"116",48,14,73,12,71,24,10,47,9.06
"117",46,31,63,12,68,25,11,43,9.6
"118",35,25,61,14,82,33,21,41,9.62
"119",40,34,72,21,79,30,14,38,10.59
"120",45,21,58,17,84,23,15,47,11.87
"121",14,14,14,4,20,6,7,11,10.36
"122",13,21,41,5,42,21,17,19,2.63
"123",39,39,76,10,85,32,24,42,5.93
"124",49,29,57,7,110,33,10,53,11.58
"125",61,23,50,11,121,29,20,66,11.26
"126",53,34,72,19,123,19,13,55,12.73
"127",50,13,71,30,108,16,17,50,11.72
"128",52,10,86,16,112,19,26,45,10.27
"129",45,16,82,10,110,19,11,46,10.18
"130",52,18,73,14,115,35,18,47,9.98
"131",37,23,70,17,117,52,13,38,11.72
"132",42,15,79,12,114,44,11,46,13.23
"133",49,19,62,17,124,34,18,46,13.36
"134",53,28,49,18,123,37,21,61,14.46
"135",55,28,66,21,122,26,13,49,12.89
"136",45,24,82,13,107,22,21,41,11.32
"137",55,22,69,13,88,24,21,57,10.51
"138",54,14,68,23,123,25,7,54,10.7
"139",46,15,81,16,131,26,11,47,11.45
"140",49,31,69,17,124,29,20,44,11.06
"141",50,15,60,32,125,31,20,51,11.59
"142",50,23,86,14,99,24,13,51,12.22
"143",43,24,74,16,113,32,18,44,11.27
"144",46,21,81,20,102,32,19,55,11.26
"145",52,18,84,19,100,32,25,47,12.14
"146",50,16,75,27,99,58,10,46,11.83
"147",53,24,59,13,92,55,18,55,13.36
"148",44,24,73,19,79,59,20,44,13.69
"149",57,29,77,11,90,39,11,53,13.09
"150",49,35,71,15,103,26,18,48,14.84
"151",24,9,30,6,66,10,10,29,11.84
"152",8,8,17,6,18,3,15,12,5.29
"153",18,23,29,13,49,12,14,23,2.51
"154",25,16,27,11,82,26,10,26,5.57
"155",35,12,20,13,91,22,6,32,7.55
"156",31,20,32,7,66,20,15,30,7.37
"157",29,10,32,9,71,10,21,31,7.1
"158",24,19,51,14,76,12,10,22,6.05
"159",24,10,52,11,77,17,14,24,6.57
"160",28,5,27,6,83,23,13,24,7.17
"161",27,11,38,5,64,24,11,34,7.09
"162",33,7,49,10,61,13,15,32,7.31
"163",34,18,45,7,49,15,12,34,6.78
"164",31,19,47,11,60,20,16,34,7.03
"165",25,29,48,12,42,20,5,25,8.89
"166",29,17,34,9,55,19,15,31,6.61
"167",33,16,49,9,58,9,13,32,7.22
"168",33,19,55,16,58,13,8,32,6
"169",29,18,43,10,84,9,12,24,7.12
"170",29,17,22,12,72,9,14,32,6.53
"171",36,19,22,9,75,6,17,37,6.2
"172",34,10,41,9,91,3,8,29,6.54
"173",28,17,27,7,77,10,10,31,5.82
"174",21,15,39,14,69,20,22,23,6.12
"175",20,16,55,18,51,26,6,18,7.02
"176",27,25,47,12,70,16,8,23,6.56
"177",21,22,47,12,69,22,12,22,6.63
"178",24,26,36,12,62,14,20,24,7.41
"179",24,29,32,13,76,12,13,23,6.49
"180",32,17,29,13,75,17,19,33,6.6
"181",16,7,27,12,33,16,11,17,8.3
"182",6,20,18,3,35,12,14,15,4.58
"183",39,34,54,12,99,25,39,51,4.34
"184",79,30,77,15,112,36,31,82,12.8
"185",80,36,69,16,99,22,27,85,14.84
"186",73,35,74,18,117,28,28,69,13.08
"187",71,50,82,14,101,22,25,66,13.6
"188",69,44,67,20,107,28,35,76,12.95
"189",80,48,79,12,114,28,33,70,13.63
"190",66,35,63,11,124,37,31,63,13.46
"191",59,36,93,10,132,37,41,62,13.5
"192",75,47,81,16,131,21,25,75,13.99
"193",66,33,96,11,124,21,30,64,13.69
"194",68,32,108,10,116,24,30,74,12.83
"195",78,27,93,13,98,27,24,69,13.28
"196",63,45,68,15,117,36,30,69,15.57
"197",69,41,62,21,147,26,34,63,14.03
"198",77,44,56,22,122,23,36,77,13.41
"199",70,43,77,29,104,35,34,81,13.76
"200",75,43,72,26,102,29,31,76,14.55
"201",74,41,55,25,109,46,22,70,13.68
"202",75,36,55,21,99,53,17,82,14.85
"203",78,37,67,20,97,36,30,70,15.84
"204",65,43,62,22,123,29,38,61,13.78
"205",68,44,74,25,127,30,41,63,13.07
"206",63,44,61,25,118,23,29,76,13.83
"207",75,35,84,19,89,34,30,73,13.4
"208",62,37,119,14,114,24,29,57,14
"209",56,45,106,16,107,29,30,52,15.02
"210",56,39,77,20,133,21,34,69,13.07
"211",77,22,66,18,109,20,23,70,13.57
"212",2,13,9,2,18,5,9,6,13.88
"213",25,22,61,16,68,23,17,34,2.05
"214",50,29,84,19,87,39,19,52,8.44
"215",60,24,57,19,121,25,23,61,12.24
"216",56,21,52,19,121,23,24,56,16.26
"217",61,22,59,13,120,23,28,65,11.42
"218",54,20,76,11,109,31,23,53,12.16
"219",54,18,83,10,119,31,15,52,11.97
"220",57,14,69,16,122,40,16,51,12.24
"221",49,26,75,12,121,33,15,48,12.58
"222",56,22,73,8,132,33,17,56,12.35
"223",58,27,68,12,112,33,15,58,12.58
"224",47,24,67,22,104,28,31,50,13.7
"225",39,20,75,12,132,37,34,37,11.38
"226",43,20,64,18,133,31,25,44,12.36
"227",63,20,75,11,110,31,16,59,14.98
"228",56,22,72,10,108,39,25,62,12.07
"229",55,17,77,17,98,32,27,57,13.51
"230",61,28,83,18,93,24,17,59,12.68
"231",47,30,62,12,113,31,20,57,11.49
"232",70,31,73,17,107,16,14,59,11.97
"233",60,28,71,16,137,27,10,64,11.08
"234",65,23,67,14,132,17,15,58,12.62
"235",59,30,62,21,122,34,21,71,11.38
"236",65,24,75,15,115,26,15,58,13.39
"237",51,16,72,7,129,34,17,45,11.87
"238",51,22,78,10,119,37,24,53,12.02
"239",47,17,81,15,111,28,20,53,12.83
"240",55,22,55,24,117,40,24,57,11.28
"241",52,28,61,14,122,41,15,48,12.83
"242",6,6,14,2,23,6,8,9,14.36
"243",17,24,14,13,56,12,20,23,2.46
"244",29,48,42,17,104,28,18,29,5.73
"245",44,24,58,22,86,19,16,47,9.88
"246",40,19,82,11,93,10,20,44,9.4
"247",36,39,74,10,99,12,35,32,8.66
"248",33,36,64,10,96,16,33,33,9.61
"249",39,38,77,26,89,18,22,37,8.94
"250",47,39,48,24,90,16,17,45,9.81
"251",35,26,64,17,87,18,18,45,10.12
"252",57,27,65,17,86,12,16,50,9.21
"253",38,22,55,12,79,38,31,36,9.15
"254",34,25,60,10,98,34,34,31,10.24
"255",45,33,52,20,91,24,20,49,9.89
"256",35,39,66,20,102,10,20,32,10.31
"257",37,35,73,17,85,16,32,41,8.54
"258",33,29,63,17,78,25,34,38,11.42
"259",46,18,72,12,97,17,22,43,9.17
"260",40,28,66,18,92,23,21,34,9.64
"261",33,34,52,30,106,31,30,37,9.43
"262",35,34,42,21,112,19,25,33,11.12
"263",30,38,50,22,101,20,22,40,9.35
"264",48,26,52,12,65,26,28,44,9.54
"265",44,24,66,15,69,24,30,42,9.48
"266",44,25,63,11,88,20,29,45,9.35
"267",52,24,69,9,76,15,15,49,9.57
"268",45,19,61,13,83,25,12,46,9.55
"269",37,33,54,11,88,19,22,36,9.92
"270",30,44,64,18,99,28,33,27,8.92
"271",30,43,48,27,102,17,39,32,10.19
"272",15,16,16,14,50,8,6,13,9.72
"273",13,21,27,10,31,11,21,20,4.2
"274",52,28,67,17,71,34,22,65,5.03
"275",72,20,69,21,76,26,15,81,12.16
"276",88,36,61,13,79,14,15,85,12.4
"277",81,21,70,15,76,11,16,83,11.82
"278",73,46,64,31,89,17,13,63,11.37
"279",61,52,76,35,76,29,9,55,12.25
"280",43,42,93,38,101,25,12,39,12.28
"281",44,41,84,24,94,30,33,45,11.23
"282",43,42,91,18,103,22,26,45,11.89
"283",45,38,84,17,93,31,28,47,10.88
"284",67,30,65,19,83,17,27,70,11.19
"285",63,24,82,27,95,20,24,65,10.94
"286",69,29,55,38,95,29,18,67,11.91
"287",70,23,55,44,88,24,25,73,12.34
"288",61,21,83,27,75,41,26,54,13.04
"289",54,23,85,20,83,39,17,53,15
"290",51,39,72,25,70,37,11,58,12.76
"291",66,43,60,18,70,29,25,64,11.46
"292",58,32,85,14,90,13,30,63,11.97
"293",75,33,59,17,96,22,22,74,10.63
"294",70,37,87,17,90,19,24,69,11.72
"295",64,49,59,17,82,34,16,61,12.06
"296",53,21,78,17,97,43,29,51,12.86
"297",68,23,80,17,87,37,21,71,13.18
"298",63,22,70,20,92,35,17,69,13.25
"299",59,30,86,23,92,20,15,50,12.71
"300",46,32,79,22,100,34,12,52,10.51
"301",61,34,66,17,95,35,16,59,12.13
"302",43,25,43,10,55,23,8,40,12.64
"303",4,14,12,2,11,7,16,5,7.59
"304",21,17,38,15,31,16,22,28,2.63
"305",34,26,40,10,29,14,15,37,6.05
"306",41,38,53,10,42,4,6,45,6.13
"307",41,19,39,28,46,5,18,37,6.38
"308",36,30,30,34,42,5,15,33,6.41
"309",39,19,33,36,39,16,17,43,6.25
"310",35,16,38,25,35,12,22,35,7.75
"311",41,22,42,18,46,9,19,39,6.78
"312",36,12,45,17,43,10,10,36,6.84
"313",30,28,49,16,40,16,8,26,6.57
"314",29,34,54,17,43,7,7,33,6.19
"315",35,30,49,17,46,4,15,33,6.25
"316",31,36,37,11,41,8,17,31,6.1
"317",31,30,48,9,52,11,16,28,5.82
"318",34,27,34,12,45,13,22,38,6.55
"319",33,27,49,11,42,11,20,31,6.87
"320",34,33,28,21,37,15,16,35,7.94
"321",34,23,38,30,42,16,13,37,7.64
"322",47,25,40,23,44,3,5,40,7.59
"323",26,29,45,24,46,3,20,31,6.22
"324",31,24,47,23,52,13,22,31,5.72
"325",34,35,36,19,47,17,14,32,7.04
"326",30,33,49,22,31,11,21,29,6.98
"327",30,36,48,15,33,11,17,38,6.36
"328",39,24,43,21,28,8,18,39,7
"329",38,22,51,12,47,10,17,33,6.43
"330",30,26,56,19,42,2,21,30,6.64
"331",36,24,33,16,34,9,27,41,5.7
"332",38,19,31,11,53,0,13,29,6.62
"333",4,10,12,2,11,3,4,5,5.16
"334",28,25,40,12,45,13,26,34,1.86
"335",38,26,67,20,50,13,20,45,7.28
"336",49,31,66,24,66,16,22,49,7.66
"337",51,26,58,8,78,18,21,53,9.37
"338",49,21,61,20,67,14,27,42,9.23
"339",51,32,43,22,59,18,22,55,9.32
"340",62,32,49,32,71,8,16,66,9.43
"341",49,33,48,31,66,14,19,42,9.61
"342",49,24,46,31,58,20,19,50,8.67
"343",35,27,64,28,69,32,21,31,9.18
"344",35,43,68,16,53,20,27,41,9.42
"345",42,37,59,13,67,29,20,43,9.03
"346",39,37,62,13,52,25,21,45,9.82
"347",54,34,59,16,60,24,16,53,9.41
"348",57,34,42,16,68,23,14,56,10.04
"349",62,33,47,21,57,25,13,53,10.06
"350",48,35,72,16,51,16,14,51,10.45
"351",47,28,81,15,58,9,18,50,9.92
"352",46,24,67,25,53,22,15,45,9.21
"353",38,21,54,28,71,27,18,40,9.4
"354",42,34,60,24,69,12,18,46,9.6
"355",53,32,42,26,79,10,16,43,8.61
"356",49,32,52,13,73,14,18,52,8.43
"357",50,32,58,12,65,30,13,44,8.78
"358",34,44,57,9,54,28,20,43,9.84
"359",55,27,65,12,63,17,22,50,9.22
"360",39,30,42,21,62,36,27,41,9.28
"361",44,25,60,17,62,26,24,45,10.25
"362",49,31,53,13,78,22,27,50,9.44
"363",7,6,7,2,7,3,8,10,9.77
"364",22,13,22,5,15,12,6,26,1.65
"365",30,16,28,7,49,26,9,30,4.92
"366",41,16,36,3,50,14,10,49,7.12
"367",35,14,36,1,46,12,10,31,6.85
"368",44,8,30,10,62,10,11,41,5.43
"369",34,16,39,6,54,7,12,37,6.65
"370",38,18,33,6,46,11,20,31,6
"371",28,14,34,12,38,22,17,30,5.73
"372",23,19,28,13,37,34,14,25,6.4
"373",32,22,36,9,43,21,11,33,7.03
"374",29,32,42,3,34,16,16,26,6.43
"375",20,26,39,2,61,7,4,26,5.62
"376",32,13,31,16,56,12,9,29,5.28
"377",31,10,26,13,57,11,17,32,6.11
"378",32,19,31,7,48,11,14,34,6.01
"379",32,28,39,6,38,14,5,27,5.86
"380",30,30,41,12,36,13,9,34,5.64
"381",31,20,44,9,43,14,16,28,5.94
"382",25,14,49,7,45,14,11,26,6.72
"383",29,17,48,14,36,10,19,27,6.56
"384",33,19,43,15,45,13,10,33,5.64
"385",34,18,29,11,45,18,11,35,6.54
"386",36,21,29,14,47,19,9,34,6.59
"387",25,29,39,19,41,9,11,30,6.71
"388",40,9,37,9,56,4,16,34,5.83
"389",29,20,35,12,51,16,15,32,5.75
"390",27,22,31,13,42,18,14,27,6.13
"391",43,18,30,6,33,14,11,42,6.18
"392",34,16,39,8,46,7,18,34,6.24
"393",14,1,11,3,14,5,5,17,5.96
"394",14,29,28,5,37,13,12,27,2.39
"395",47,27,47,14,58,28,21,43,5.5
"396",51,31,80,8,82,35,12,52,10.29
"397",54,24,69,10,79,34,15,58,11.29
"398",59,21,73,10,76,31,16,58,11.08
"399",60,29,70,25,89,17,22,55,11.14
"400",49,22,75,25,88,13,11,52,10.63
"401",51,24,49,23,79,20,12,49,9.62
"402",50,27,54,19,109,21,23,56,9.67
"403",44,21,61,16,110,33,18,40,10.84
"404",43,24,61,15,77,43,22,45,10.73
"405",51,33,60,23,80,43,20,51,11.63
"406",53,36,70,19,69,40,16,49,12.6
"407",57,22,69,19,74,30,16,58,11.68
"408",49,27,89,18,81,31,29,46,10.95
"409",50,26,69,13,84,29,14,51,11.31
"410",50,21,64,16,85,24,17,54,10.66
"411",45,19,63,15,101,27,12,49,10.04
"412",53,35,56,23,93,28,18,46,10.14
"413",45,39,59,19,89,21,31,49,11.23
"414",50,32,63,14,88,23,18,47,11.79
"415",50,28,71,19,93,17,16,50,9.76
"416",54,25,69,25,96,25,16,62,9.84
"417",59,16,60,22,99,15,13,55,11.19
"418",52,33,57,21,90,33,19,50,10.09
"419",50,28,78,23,61,32,21,52,10.85
"420",54,31,67,21,67,48,13,52,11.02
"421",51,29,72,22,85,37,17,44,11.88
"422",47,25,63,19,103,22,23,49,11.63
"423",17,15,37,10,46,10,12,31,10.03
"424",9,15,26,8,37,8,16,11,5.18
"425",21,44,51,21,49,4,37,33,3.87
"426",56,40,56,24,58,17,17,55,7.64
"427",61,29,59,19,68,9,15,62,9.66
"428",54,29,54,12,74,9,13,56,9.75
"429",45,28,61,12,72,6,31,50,8.83
"430",52,42,49,24,57,12,30,40,8.51
"431",42,30,62,39,78,20,17,43,8.31
"432",44,34,53,35,75,9,30,44,9.62
"433",41,40,42,27,77,10,25,49,8.98
"434",58,40,42,14,69,21,27,49,8.62
"435",34,41,59,13,73,13,21,38,9.88
"436",45,45,56,11,65,21,28,46,8.13
"437",53,29,57,15,76,10,20,56,9.38
"438",52,33,50,14,71,22,30,49,8.85
"439",51,28,52,10,61,28,23,54,9.98
"440",56,28,54,7,62,26,21,64,10.2
"441",60,33,69,16,59,23,21,48,10.04
"442",49,22,54,23,49,27,23,54,9.33
"443",54,31,48,27,53,15,32,51,9.24
"444",45,37,65,22,58,15,33,38,8.97
"445",30,55,56,18,65,17,33,31,10.02
"446",42,51,38,17,74,20,24,47,8.43
"447",49,35,52,25,73,17,24,51,9.26
"448",39,31,49,26,72,27,26,29,9.58
"449",39,36,64,27,84,30,19,39,9.13
"450",39,29,66,23,79,22,22,46,10.09
"451",63,31,69,9,67,8,9,62,9.62
"452",53,29,62,19,63,7,16,58,8.98
"453",38,21,42,11,65,14,13,41,8.63
"454",6,14,21,10,20,10,10,14,6.77
"455",40,19,69,11,53,33,28,45,3.59
"456",59,17,109,8,106,32,20,60,9.75
"457",55,21,95,9,110,34,17,59,14.33
"458",65,26,81,12,106,36,17,61,12.5
"459",58,30,70,16,112,33,20,61,12.75
"460",58,37,69,24,133,23,26,55,12.3
"461",57,38,55,27,128,17,36,63,12.16
"462",59,37,57,42,107,33,18,54,11.98
"463",49,39,74,20,115,23,20,52,12.17
"464",59,32,82,16,113,28,26,55,11.26
"465",44,39,111,13,91,32,20,45,11.88
"466",48,45,88,10,102,47,21,46,11.21
"467",49,24,111,19,71,47,12,55,12.99
"468",57,43,103,13,87,40,19,54,13.02
"469",46,39,79,22,111,46,19,47,12.47
"470",61,28,78,12,93,25,22,61,13.09
"471",69,34,45,18,130,36,18,74,10.98
"472",68,27,60,30,107,30,17,61,13.43
"473",62,23,62,33,104,34,26,64,13.03
"474",52,28,78,30,114,40,12,50,12.66
"475",45,35,95,20,111,45,23,46,12.94
"476",58,48,99,13,99,28,17,58,15.84
"477",58,42,97,11,104,17,19,56,12.23
"478",55,37,83,23,96,34,40,53,11.36
"479",47,32,110,18,94,40,29,54,12
"480",62,20,86,18,90,24,22,58,12.63
"481",60,33,93,15,122,35,15,60,11.48
"482",48,34,74,10,99,47,24,50,13.09
"483",60,20,70,21,110,49,10,55,12.48
"484",3,2,14,2,11,5,6,4,13.14
"485",27,18,72,5,42,27,18,38,1.75
"486",58,21,74,2,106,42,12,56,7.93
"487",56,21,58,2,114,39,14,64,12.48
"488",54,13,38,3,128,35,17,55,13.88
"489",62,16,27,3,119,29,29,58,11.63
"490",57,32,31,3,127,30,22,58,11.11
"491",63,25,56,6,104,29,14,58,11.73
"492",55,16,53,7,101,42,25,56,11.46
"493",57,10,61,5,110,41,13,67,11.62
"494",55,14,52,6,106,41,23,45,12.23
"495",50,22,57,5,82,47,19,57,11.93
"496",64,23,74,3,89,31,16,62,11.83
"497",62,20,53,3,115,25,27,65,11.83
"498",70,20,63,1,140,18,15,64,11.26
"499",56,15,65,9,108,25,25,57,11.66
"500",48,18,64,16,93,45,29,46,11.49
"501",53,14,54,12,104,41,12,60,11.83
"502",63,8,55,4,116,43,14,60,12.61
"503",53,16,45,7,114,45,13,56,12.56
"504",60,14,54,3,122,37,13,55,12.26
"505",49,28,62,8,120,36,13,49,12.26
"506",52,15,64,1,116,37,20,49,11.32
"507",45,18,59,8,102,36,19,47,14.36
"508",59,22,49,11,119,31,22,53,11.06
"509",52,16,63,13,122,36,12,62,11.74
"510",56,19,56,12,104,49,20,48,12.5
"511",43,28,66,12,106,35,19,49,12.55
"512",51,17,55,10,105,37,15,51,11.27
"513",63,30,32,5,112,25,22,68,10.97
"514",23,8,13,2,31,8,8,22,11.36
"515",4,6,22,5,34,11,6,8,3.5
"516",19,7,54,4,41,16,8,17,3.21
"517",14,12,37,10,49,21,7,17,4.98
"518",21,16,33,6,60,10,10,24,5.74
"519",27,14,23,4,60,11,9,22,5.43
"520",22,8,24,11,57,20,6,25,4.95
"521",21,8,41,13,46,19,4,17,5.66
"522",21,5,25,6,69,14,6,24,5.26
"523",14,16,37,8,64,17,10,14,5.16
"524",14,11,40,6,59,16,9,13,5.28
"525",13,12,39,11,63,20,8,12,4.79
"526",16,10,38,14,60,21,10,17,5.24
"527",19,4,45,11,62,19,6,22,5.61
"528",22,14,35,10,49,16,6,21,5.59
"529",21,10,37,7,59,13,7,17,5.42
"530",19,10,48,7,46,15,7,22,4.88
"531",24,7,35,9,56,15,6,23,5.2
"532",12,14,19,11,76,21,9,12,5.22
"533",17,6,37,5,61,17,5,16,5.49
"534",15,11,38,4,69,20,14,16,4.86
"535",24,14,32,5,65,13,7,22,5.91
"536",17,12,49,3,60,10,6,17,5.42
"537",20,9,38,1,67,14,5,24,4.62
"538",21,7,29,6,72,9,7,18,6.48
"539",18,13,47,10,60,16,10,15,5.02
"540",13,17,49,8,44,17,9,17,5.38
"541",19,16,31,9,41,12,10,22,5.14
"542",20,8,35,8,69,18,4,19,4.86
"543",19,11,35,8,61,15,4,19,5.54
"544",9,6,16,4,25,5,4,9,4.99
"545",10,17,34,6,23,16,19,14,2.38
"546",23,35,63,26,80,46,21,28,4.33
"547",47,28,59,7,81,46,15,47,10.98
"548",53,21,65,10,86,30,21,56,11.59
"549",63,20,64,11,101,25,9,67,12.28
"550",62,32,53,11,99,28,17,58,11.83
"551",50,24,69,15,95,40,15,56,11.93
"552",50,34,67,17,104,30,19,44,11.62
"553",48,26,76,8,102,26,22,51,11.14
"554",54,22,63,10,85,23,12,52,11.41
"555",59,29,71,10,101,17,10,54,10.13
"556",47,25,75,16,101,31,21,50,10.13
"557",60,15,75,12,94,17,20,65,11.33
"558",55,29,62,12,108,13,18,52,10.56
"559",53,26,93,13,91,18,13,51,9.85
"560",45,26,91,11,105,18,18,47,10.33
"561",46,28,48,15,103,34,21,40,10.04
"562",35,16,64,22,106,41,17,33,11.68
"563",38,29,72,18,107,34,21,43,11.3
"564",43,25,59,22,100,14,19,49,11.15
"565",62,28,49,15,113,22,12,59,9.62
"566",55,20,68,11,85,25,25,51,10.96
"567",52,22,80,8,78,39,17,57,10.5
"568",51,24,71,11,85,30,21,51,11.67
"569",49,18,70,10,100,31,14,46,12.69
"570",48,28,70,13,118,28,13,46,11.98
"571",43,33,72,20,88,14,13,41,10.98
"572",45,31,68,14,100,22,18,50,9.45
"573",47,30,73,12,91,28,24,48,10.3
"574",29,19,46,10,61,21,12,36,11.08
"575",5,6,10,1,15,3,6,7,7.21
"576",17,23,34,5,32,15,12,22,1.73
"577",29,29,25,6,50,19,12,29,5.05
"578",33,20,15,9,43,13,17,41,6.4
"579",37,13,26,10,49,12,15,38,6.06
"580",41,10,33,10,39,12,9,33,6.86
"581",34,20,34,11,44,14,12,35,5.77
"582",30,18,37,6,49,14,15,30,6.61
"583",30,30,53,7,41,10,18,29,6.31
"584",28,27,48,6,36,7,25,30,6.26
"585",37,20,25,12,46,11,19,36,5.76
"586",30,20,23,14,49,8,11,32,6.33
"587",28,20,22,16,45,22,16,26,5.47
"588",31,32,25,12,49,11,17,28,7.05
"589",31,26,38,11,38,19,10,34,6.37
"590",27,25,27,4,59,8,10,27,6.6
"591",32,32,38,7,45,11,8,30,5.66
"592",29,26,47,7,37,18,20,31,6.26
"593",27,23,35,4,47,15,17,26,6.93
"594",28,25,34,7,32,28,21,27,6.23
"595",29,25,38,8,51,24,10,30,7.39
"596",27,22,32,10,51,9,8,29,7.32
"597",22,31,22,15,51,11,16,24,5.53
"598",32,17,33,16,48,14,19,30,5.99
"599",30,20,31,15,45,10,10,27,6.75
"600",22,21,39,24,53,4,13,23,6.71
"601",27,11,35,14,44,11,18,28,6
"602",36,28,34,7,41,15,10,39,5.99
"603",39,11,36,17,35,7,13,36,6.87
"604",31,7,35,19,40,10,8,32,6.51
"605",4,6,13,4,7,4,11,8,5.65
"606",21,20,33,4,41,8,21,27,1.91
"607",36,22,51,9,56,27,13,36,5.35
"608",45,25,39,8,59,19,14,59,8.62
