x1,x2,x3,x4,x5,x6,x7,x8,y1
2,1,0,0,0,4,0,1,95.2
0,1,0,2,2,2,2,0,95.15
0,0,2,1,2,0,1,3,95.8
2,1,0,1,3,0,2,3,95.75
1,2,1,0,2,0,2,2,96.4
2,2,1,0,1,0,4,3,95.85
0,0,0,0,0,0,1,1,95.95
4,1,0,0,0,0,1,4,95.85
2,1,0,0,1,0,2,3,95.89
2,0,0,1,1,0,2,2,96.1
3,0,1,0,2,0,2,0,95.65
1,0,1,0,2,0,0,6,95.5
6,0,0,0,0,0,0,4,95.85
2,1,1,0,1,0,1,1,96.1
1,4,0,0,1,0,1,2,95.46
0,0,0,0,0,0,1,0,95.75
0,4,0,0,0,0,0,0,96.95
0,1,0,0,0,0,1,0,95.85
0,0,0,0,0,0,1,0,96.5
1,2,0,0,1,0,0,0,96.4
1,2,0,0,0,0,0,0,97.05
0,3,1,0,1,0,2,1,96.1
0,1,0,0,0,0,0,2,98.15
0,0,0,0,0,0,1,0,99.5
0,0,0,1,0,1,0,2,99.45
0,1,0,0,0,0,0,1,99.3
0,1,0,0,0,0,1,1,99.45
0,0,0,0,0,0,0,0,95.85
3,1,0,2,3,1,0,2,96.5
5,2,3,0,2,0,0,5,97.55
5,3,1,4,2,0,0,3,96.05
0,1,0,0,2,1,1,5,96.15
7,1,1,1,2,0,1,4,96.95
0,0,1,2,1,0,3,4,96.45
2,0,1,1,2,0,1,2,96.1
0,0,0,0,0,0,2,0,96.8
0,0,0,0,0,0,2,0,99.8
2,0,0,2,1,1,3,0,99.3
3,1,0,0,1,0,2,7,99.65
6,3,0,0,2,0,3,2,99.35
1,5,2,1,1,0,4,3,99.35
3,5,0,1,2,1,5,3,99.4
4,7,3,0,2,1,3,4,96.1
7,9,1,1,2,2,5,10,95.9
0,1,1,0,1,1,0,4,95.6
2,0,1,1,3,1,0,2,95.96
3,0,2,2,1,0,1,3,95.69
2,0,3,3,3,3,1,3,96.86
2,0,4,5,1,2,1,3,97.7
2,0,7,5,5,1,0,2,96
2,0,2,5,2,1,2,5,96.7
1,0,3,0,5,2,1,4,99.3
5,1,2,2,3,4,0,2,99.55
5,0,3,0,4,1,0,6,99.6
3,0,2,0,8,2,0,4,99.45
3,3,2,0,4,3,1,6,99.45
5,1,4,0,4,0,2,5,98.15
3,0,1,6,4,3,3,6,99.1
4,1,3,2,6,2,4,4,99.4
4,1,2,4,7,1,2,7,99.2
3,0,2,3,3,1,1,7,99.35
6,0,5,1,6,1,2,7,99.3
4,1,0,2,3,2,2,9,99.4
5,0,0,1,0,1,1,6,99
5,0,0,1,3,1,1,4,94.34
5,1,0,1,4,0,0,4,85.79
1,1,0,0,3,2,3,3,84.19
2,1,1,1,0,1,1,1,62.68
0,2,0,0,0,1,1,2,61.69
0,3,1,1,0,2,0,2,32.23
2,2,0,0,2,2,0,2,45.52
5,4,0,1,2,1,1,4,68.17
3,2,0,0,3,2,0,2,86.64
6,1,0,1,1,1,1,5,91.62
3,1,0,1,6,1,0,5,91.94
2,0,1,0,0,2,1,3,93.24
3,0,3,1,3,1,0,3,94.79
0,0,1,0,1,0,0,0,96.03
0,0,0,0,0,0,0,1,95.88
1,1,1,0,0,0,0,2,97.05
3,1,1,0,3,0,0,2,98.29
0,0,1,1,0,1,2,0,98.9
0,1,0,0,0,0,1,0,99.3
0,1,1,0,0,1,1,0,99
1,2,0,0,1,0,1,2,99.2
4,1,0,0,3,2,0,4,98.2
3,0,2,0,5,1,3,3,96.5
4,0,1,0,1,0,0,3,96.15
0,0,0,0,3,0,1,2,96.9
0,0,0,0,0,0,0,2,96.35
0,1,1,0,0,2,1,0,96.1
0,1,0,0,0,0,0,1,95.85
0,0,0,0,0,0,0,0,96.2
0,1,0,0,0,0,0,0,95.95
0,1,0,0,0,0,2,1,96.39
0,0,0,0,0,0,0,0,96.8
0,0,0,0,0,0,0,1,96.65
0,1,0,0,1,0,0,0,95.6
2,0,1,0,1,1,1,1,97.25
2,2,0,0,2,0,1,1,96.15
1,1,0,0,0,0,2,1,96.25
0,0,0,0,0,0,1,0,95.6
0,1,0,0,0,0,0,1,96.5
0,0,0,0,0,0,0,1,96.9
0,0,0,0,0,0,0,0,95.84
0,0,0,0,0,0,0,0,96.3
0,0,0,0,0,0,0,0,96.45
0,0,0,0,0,0,0,0,97.05
0,0,0,0,0,0,0,0,96.4
0,0,0,0,0,0,0,0,97.1
0,0,0,0,0,0,0,0,95.95
0,0,0,0,0,0,0,0,96.75
0,0,0,0,0,0,0,0,95.6
0,0,0,0,0,0,0,0,96.3
0,0,0,0,0,0,1,0,96.64
0,0,0,0,0,0,0,0,96.1
0,0,0,0,0,0,0,0,95.4
0,0,0,0,0,0,0,0,95.3
0,0,0,0,0,0,0,0,96.35
0,0,0,0,0,0,0,0,96.39
0,0,0,0,0,0,0,0,96.6
0,0,0,0,0,0,0,0,96.1
0,0,0,0,0,0,0,0,95.65
0,0,0,0,0,0,0,0,96.54
0,0,0,0,0,0,0,0,96.2
0,0,0,0,0,0,0,0,95.6
0,0,0,0,0,0,0,0,95.9
0,0,0,0,0,0,0,0,95.2
0,0,0,0,0,0,0,0,96.5
0,0,0,0,0,0,0,0,95.85
0,0,0,0,0,0,0,0,96.15
0,0,0,0,0,0,0,0,96.46
0,0,0,0,0,0,0,0,96.45
0,0,0,0,0,0,0,0,97.45
0,0,0,0,0,0,0,0,95.45
0,0,0,0,0,0,0,0,96.95
0,0,0,0,0,0,0,0,96.2
0,0,0,0,0,0,0,0,97.5
0,0,0,0,0,0,0,0,99.5
0,0,0,0,0,0,0,0,99.55
0,0,0,0,0,0,0,0,99.3
0,0,0,0,0,0,0,0,99.25
0,1,0,0,0,0,0,0,95.91
0,1,1,0,0,0,0,1,99.4
1,1,1,0,2,0,0,0,99.6
0,1,2,0,2,0,1,3,99.1
2,0,1,0,3,1,2,6,98.15
4,1,3,0,0,0,3,8,98.15
4,1,1,0,1,1,3,2,98.75
5,1,4,0,2,0,3,9,95.63
9,1,4,3,2,0,1,10,97.79
6,1,1,1,1,1,0,6,99.25
6,0,1,2,1,0,0,7,95.99
1,1,1,3,0,0,2,5,94.26
6,0,0,1,0,0,1,6,55.8
4,0,0,0,0,1,0,3,30.26
2,0,0,0,3,1,1,4,19.76
3,0,1,0,1,0,0,4,61.28
1,0,1,0,1,0,1,1,73.96
2,0,0,2,0,0,0,3,81.27
0,0,1,1,1,0,1,0,84.69
0,0,0,1,3,0,0,1,86.98
2,0,0,1,2,1,1,1,87.71
1,0,2,2,1,1,1,3,92.96
2,1,0,2,0,1,1,1,95.3
1,2,1,0,1,1,2,3,96.23
3,4,0,0,0,0,1,2,94.43
1,2,1,0,3,0,1,3,93.38
4,2,1,0,1,0,0,5,96.85
2,2,1,0,0,1,0,2,99.25
0,4,0,0,0,0,1,0,99.3
2,3,1,0,2,2,1,1,99.3
0,1,1,1,0,0,2,1,99.15
0,1,2,0,1,0,2,1,99.3
1,0,3,1,3,1,1,1,98.95
3,0,2,0,1,1,2,3,99.05
0,0,1,0,3,1,2,2,99.25
1,5,3,1,5,1,3,1,99.25
3,3,2,1,2,2,6,3,97.75
7,4,2,1,3,0,5,7,99.1
9,2,0,2,1,0,3,10,98.75
4,3,0,2,1,0,5,6,99.1
5,2,1,1,1,1,7,3,98.9
2,2,1,1,1,0,7,6,99.05
5,4,2,0,7,1,3,5,99
2,6,3,2,3,1,3,6,99.05
5,4,2,0,3,0,3,8,97.3
9,1,1,0,2,1,6,6,98.6
7,0,1,0,1,1,1,8,98.75
4,2,2,1,5,0,4,6,97.1
4,4,3,1,5,1,0,5,99.2
7,5,0,0,8,0,4,8,96.55
4,3,1,1,2,0,1,10,96.65
7,3,1,0,7,0,4,4,89.47
7,2,5,1,1,0,1,10,96.3
5,6,2,1,0,1,2,9,92.38
8,2,2,0,2,1,1,9,89.17
10,1,1,4,4,1,2,7,95.88
6,2,1,2,1,2,3,9,86.68
8,2,2,2,1,2,4,7,87.97
6,0,1,0,3,1,5,8,82.78
11,1,2,2,0,0,2,9,79.29
4,3,0,0,1,2,5,7,73.13
8,8,1,0,0,1,6,7,74.48
0,2,2,0,1,0,0,0,80.59
1,1,0,0,1,2,2,1,80.97
1,3,1,0,1,1,1,2,80.19
1,1,3,1,2,0,1,0,84.77
0,3,0,2,0,0,2,2,91.41
1,0,3,1,0,1,0,3,96.23
1,1,1,2,3,1,2,2,95.41
0,0,2,3,1,0,0,2,97.8
1,0,1,4,2,0,1,1,92.44
2,0,1,6,1,0,0,2,92.35
0,1,1,3,3,0,1,1,97.29
1,0,3,1,1,1,2,2,88.34
2,0,0,1,0,0,0,2,82.58
1,1,4,1,2,0,2,2,75.23
4,1,2,0,3,0,0,7,73.26
3,0,1,0,1,0,1,2,52.26
2,2,3,0,3,0,0,3,38.61
2,3,2,1,5,0,0,0,47.95
2,2,4,1,1,1,0,5,50.98
0,1,2,1,1,0,2,1,44.6
2,2,3,0,1,0,0,1,64.35
2,1,3,2,2,0,0,3,75.41
1,1,1,1,2,0,0,3,74.52
2,1,3,1,0,0,0,1,81.38
1,0,4,0,2,1,1,2,86.2
2,1,3,1,1,0,0,2,84.23
1,2,3,0,2,1,2,0,89.92
1,2,2,1,1,1,0,2,87.82
2,1,3,0,0,0,2,1,92.29
2,2,0,0,1,1,2,4,96.54
2,1,2,0,6,1,2,1,95.93
0,1,6,1,0,1,0,3,95.46
2,1,1,1,0,2,1,2,97.45
1,0,8,1,1,0,1,2,98.55
1,1,4,1,2,0,0,3,98.45
1,3,4,0,1,0,0,1,97.69
2,5,4,0,2,0,0,4,99.15
2,3,3,1,2,0,0,1,99
2,2,3,2,4,0,0,2,99.1
1,4,1,0,4,0,1,3,96.95
2,3,3,1,2,0,0,3,96.15
2,2,3,0,3,1,0,3,95.1
2,1,2,0,3,1,0,2,96.09
1,1,3,0,3,2,0,3,96.16
3,0,1,0,1,0,1,2,96.3
2,2,1,0,3,1,1,4,96
2,0,3,0,3,1,0,3,95.85
4,0,1,1,0,0,1,2,96
2,1,2,1,3,0,0,4,95.6
3,1,3,0,2,0,0,4,95.65
2,1,0,2,3,0,1,3,96.9
4,1,2,2,1,1,0,2,96.05
1,3,2,0,4,0,2,1,95.9
0,4,2,4,0,1,1,2,94.95
1,2,1,2,1,0,2,2,96.2
3,4,1,5,1,0,1,2,96
2,3,0,3,5,0,3,2,95.65
1,2,1,2,1,2,1,2,96.4
1,2,3,1,2,0,2,3,95.46
1,0,0,2,1,0,0,2,95.09
3,0,0,2,0,0,1,2,94.66
0,1,1,0,2,0,0,0,95.5
1,2,1,1,2,0,1,1,95.85
0,1,0,0,0,0,1,0,95.79
0,1,0,0,1,0,0,0,94.85
0,0,0,0,1,0,1,0,94.9
0,0,1,0,0,0,0,1,95.14
0,0,0,0,0,0,1,1,96.25
1,1,0,0,0,0,0,0,95.15
1,0,0,0,1,1,1,1,96.6
0,0,1,1,2,1,0,3,94.7
0,0,2,0,0,0,0,1,95.55
2,0,0,0,2,1,0,1,96.2
0,0,2,0,1,1,0,2,95.29
1,0,2,0,2,0,0,0,96.2
0,1,1,0,0,1,0,1,97.6
1,1,2,0,1,1,0,1,98.8
1,1,2,0,0,0,0,0,99.6
0,0,1,0,1,1,1,1,96.91
0,0,3,0,0,1,0,0,99.3
1,2,1,1,0,0,0,1,99.6
0,1,1,1,0,1,0,0,96.3
0,1,1,3,1,1,0,0,97.94
0,1,1,1,1,0,1,0,91.77
0,5,2,0,0,0,1,0,89.38
0,2,1,0,1,0,1,1,93.16
0,2,0,0,1,0,0,2,85.4
1,3,0,0,0,0,1,3,65.9
3,3,0,3,1,0,0,3,59.06
1,2,0,0,0,0,1,1,60.58
2,5,0,0,1,0,0,2,65.94
1,2,0,0,0,0,1,2,83.49
1,1,0,1,1,0,0,4,80.08
5,0,0,1,0,0,0,3,84.43
1,1,1,2,0,0,0,0,90.51
2,0,2,1,1,0,1,3,92.31
1,0,2,2,2,0,0,2,94.27
1,0,2,1,0,2,1,1,95.59
0,0,0,2,0,2,0,1,98.35
1,1,1,3,2,1,1,0,98.9
1,1,0,0,1,1,1,2,98.7
2,0,2,0,4,1,0,1,99.3
1,0,3,0,3,1,2,3,97.4
1,0,1,0,1,0,2,4,96.29
4,0,2,0,1,0,2,3,95.4
2,0,4,0,1,0,1,1,97.05
1,0,1,0,4,0,3,2,96
3,1,4,0,3,0,1,3,96.2
2,1,2,0,2,0,1,2,95
2,2,2,0,1,1,1,4,97.1
5,2,0,0,1,0,0,3,96.1
3,2,0,0,1,0,1,4,96
2,4,0,0,1,0,1,2,96.3
2,1,1,1,4,0,2,2,96.25
3,1,0,0,3,1,0,5,96
2,2,1,0,2,0,1,1,95.65
0,4,3,0,0,0,2,1,96.6
0,3,1,0,1,0,0,1,96.2
0,2,2,0,0,0,2,1,95.8
1,5,2,0,0,0,0,2,97.1
1,1,2,1,0,0,0,1,96.35
1,2,1,1,0,0,0,1,96.6
1,1,3,1,0,0,0,1,98
2,0,2,1,0,0,0,1,99.55
1,1,3,1,0,0,0,2,99.3
0,3,3,0,0,0,0,0,99.5
0,1,3,1,1,0,1,1,99.4
0,2,4,2,0,0,0,0,96.5
0,0,0,0,0,0,1,0,96.45
0,0,0,0,0,0,1,1,96.7
0,0,1,0,1,0,1,1,96.4
1,1,1,1,1,1,3,1,95.85
3,0,2,0,2,2,2,2,99.25
2,0,4,0,4,0,1,6,99.4
3,1,4,0,1,0,1,2,99.5
0,1,2,0,3,3,0,4,99.2
3,4,5,0,4,1,0,2,96.41
2,1,0,1,2,2,1,4,99.35
3,2,1,1,4,2,1,4,99.35
4,1,0,1,1,3,1,4,99.25
2,1,2,0,1,0,1,1,99.3
1,0,0,1,2,2,1,2,99.45
1,0,1,0,1,0,0,3,99.05
2,0,0,1,2,0,0,0,97.35
2,0,2,1,3,0,0,2,99.35
1,0,1,2,2,0,0,1,99
1,1,1,2,0,0,0,2,97.75
1,1,0,0,2,0,1,0,99.35
1,2,0,1,3,1,1,3,99.2
2,2,0,1,2,0,1,1,99.3
0,1,2,0,3,2,0,3,99.15
1,0,2,1,2,0,2,1,99.05
1,2,4,3,1,0,1,0,97.5
0,3,3,3,0,1,2,1,96.01
1,7,3,5,4,2,0,1,89.38
0,8,1,3,3,1,3,4,64.55
1,9,1,0,1,0,0,6,43.4
4,7,2,0,3,0,2,8,54.34
5,5,1,1,0,0,0,4,32.11
7,4,1,2,1,0,1,12,39.05
4,3,2,0,2,0,2,4,36.63
5,5,1,0,1,2,0,4,64.46
3,3,2,0,2,0,1,4,74.34
2,3,1,0,4,0,0,4,62.95
8,0,3,0,2,0,0,7,67.08
3,0,2,0,1,0,0,9,80.74
5,0,1,0,2,0,0,3,89.93
5,0,1,0,0,0,0,3,87.7
1,0,2,1,0,0,1,1,88.61
2,0,0,0,1,0,0,3,87.36
2,0,0,1,4,0,0,3,87.1
3,1,2,0,2,0,0,5,94.32
0,1,0,1,3,0,0,0,90.36
4,2,2,0,0,1,0,2,93.45
0,2,0,1,2,0,1,1,96.78
1,3,1,0,2,1,0,4,97.48
5,3,0,1,5,1,4,2,96.84
0,4,0,2,0,0,1,2,98.34
2,4,2,2,2,0,2,1,96.2
2,2,4,1,5,0,2,6,95.9
7,2,2,1,6,0,3,9,96.89
9,2,3,0,2,0,4,13,98.15
11,2,2,1,1,0,2,3,98.4
3,3,0,1,6,1,1,11,99.1
13,1,5,0,4,1,2,12,97.09
9,2,1,1,2,0,2,5,99.4
6,0,2,1,4,1,5,12,99.1
10,1,2,0,0,0,4,7,99.2
7,2,4,0,0,2,3,9,99.2
3,1,1,0,1,1,3,5,99.2
6,0,0,2,1,0,5,5,99.4
3,1,0,1,3,1,4,3,99.25
2,1,0,0,0,0,3,3,99.35
2,3,0,0,1,0,4,3,95.45
1,1,0,0,0,0,2,1,99.55
0,3,1,0,0,0,2,0,99.15
1,0,0,0,1,0,0,1,98.9
0,0,0,0,0,0,0,2,99.2
0,0,0,0,0,0,1,1,98.6
1,1,0,1,0,0,0,0,95.75
1,3,0,0,0,0,2,1,99.3
1,1,0,0,0,0,0,2,99.1
2,2,0,0,0,0,1,2,99.2
2,3,1,0,1,0,1,0,99.4
2,2,2,1,5,0,2,5,98.35
4,2,1,0,1,1,1,5,96.35
2,1,0,0,1,0,1,5,79.29
3,0,1,0,1,2,1,1,85.07
3,1,1,0,2,0,1,5,82.77
2,1,0,0,1,1,2,3,75.91
5,1,2,0,1,1,0,4,81.91
4,1,2,2,4,2,1,5,63.24
0,0,1,0,0,0,0,1,60.36
0,0,0,0,0,1,0,0,69.82
0,2,2,0,0,0,0,0,83.26
0,2,3,0,0,0,0,0,84.55
0,3,3,1,0,0,1,1,71.56
0,3,1,1,1,0,0,1,83.02
0,4,3,3,0,1,1,0,77.8
2,5,1,4,2,1,2,2,79.27
1,3,1,1,2,0,1,3,87
2,2,2,4,2,2,0,3,63.04
2,1,3,4,5,3,0,6,59.5
3,0,2,1,5,1,0,5,76.24
3,1,0,0,1,1,0,7,74.36
6,1,2,1,4,1,0,2,78.02
3,0,3,1,3,1,1,8,64.3
6,1,3,0,2,0,0,5,70.17
5,0,3,1,5,2,0,6,83.15
4,3,1,0,3,1,0,5,83.04
3,1,0,2,2,2,2,2,88.83
3,2,1,1,2,1,0,4,84.38
2,2,2,0,2,2,1,3,85.6
3,1,2,0,5,1,0,5,92.04
3,0,1,1,2,0,3,3,94.49
1,2,0,2,0,3,0,1,96.68
0,1,1,2,3,3,1,1,95.74
1,1,0,3,1,1,0,2,98.9
0,3,1,1,0,1,1,0,97.85
0,2,2,1,0,0,1,0,97.79
0,2,0,0,0,2,0,0,97.05
0,1,2,1,0,0,0,0,98.39
0,0,1,0,0,0,0,0,97.05
0,1,0,0,0,2,0,0,98.44
1,1,2,0,0,0,0,2,98.69
1,1,3,0,2,1,1,0,98.8
0,0,1,0,2,2,1,3,94.64
2,3,1,0,2,1,1,1,99.3
2,2,1,1,1,1,1,2,99.3
0,0,1,0,1,0,1,3,99.1
4,1,3,0,1,0,0,1,95.4
1,0,4,1,4,0,0,4,97.44
3,0,2,1,6,2,1,5,99.4
3,2,1,0,5,1,3,4,99.35
2,0,0,3,1,0,2,3,99.3
4,1,0,0,5,1,0,5,99.15
8,0,1,1,4,1,1,4,99.3
3,2,0,3,5,1,0,5,99.2
2,1,0,2,3,1,2,4,99.3
3,1,1,5,4,1,1,4,97.15
4,1,0,4,3,1,1,4,99
5,2,0,4,3,1,1,6,99.4
5,0,2,3,8,0,1,5,97.65
4,3,1,1,3,0,1,6,98.05
4,1,0,2,5,0,1,4,94.73
4,2,1,3,1,1,1,3,89.34
4,1,1,2,4,0,0,6,89.04
2,0,2,3,1,1,0,5,87.97
4,1,2,3,5,0,2,4,93.46
5,1,0,5,1,0,1,5,88.75
4,0,1,3,5,1,0,6,90.6
5,0,2,3,5,0,0,3,95.32
2,0,0,3,6,1,1,4,91.6
5,4,0,1,6,1,0,3,91.24
3,2,2,0,4,1,2,6,91.09
7,3,1,1,3,1,0,8,72.72
0,1,0,1,0,0,1,0,71.16
0,2,1,2,0,0,0,1,70.26
0,0,1,2,0,0,1,1,59.97
1,1,1,3,1,0,1,2,77.81
1,2,0,3,0,0,0,0,72.65
1,0,0,2,3,0,0,3,75.57
1,0,0,2,1,0,0,2,88.07
1,0,0,3,2,0,0,1,82.12
1,0,0,2,0,0,0,1,56.95
0,0,0,2,1,0,1,0,73.79
1,0,0,1,2,0,0,1,80.67
1,0,1,1,3,0,0,1,82.92
0,1,2,1,4,0,0,5,85.96
2,0,2,0,2,2,0,2,91.33
1,1,1,2,1,1,0,3,72.89
2,0,2,0,1,0,1,2,80.14
2,0,0,1,2,0,3,3,86.86
2,2,2,0,1,0,1,3,91.68
1,0,3,2,3,0,1,3,94.64
2,0,1,2,1,0,1,2,94.99
1,0,0,3,2,1,0,0,94.34
0,1,3,1,0,1,2,2,94.18
2,1,0,0,1,1,0,1,94.68
0,1,2,0,2,0,1,0,93.92
0,1,1,0,0,1,1,2,94.93
1,0,0,0,1,1,1,1,93.65
0,1,1,0,2,1,1,1,95.75
0,0,0,0,1,0,1,3,94.36
3,1,0,0,2,0,2,0,93.91
0,2,0,0,1,0,2,1,94.94
1,0,0,0,2,0,0,2,94.9
2,0,1,1,3,0,1,3,95.89
3,0,0,0,0,0,0,2,94.84
0,0,0,0,0,0,0,0,95.4
1,0,1,0,2,0,0,2,95.95
2,0,1,0,4,0,0,5,95.6
4,1,0,1,5,0,1,2,95.24
1,2,0,0,1,0,0,1,96.1
0,0,0,0,0,0,1,1,96.05
1,0,1,0,1,0,0,1,96.1
2,1,1,1,1,1,0,3,96.35
3,0,1,0,2,0,1,3,96
3,3,1,1,1,0,2,1,96.7
0,5,0,0,2,2,5,2,95.96
1,1,1,1,1,3,2,0,95.45
1,3,0,0,1,1,3,2,96.05
1,3,0,1,0,1,5,1,96.14
2,0,2,0,0,2,1,3,96.65
3,0,1,1,3,1,2,1,96.8
3,0,3,0,2,1,2,3,95.45
3,0,4,0,1,2,2,8,97.4
3,0,2,0,2,0,0,5,96.15
5,1,2,0,2,0,2,5,96.25
4,0,3,0,1,1,0,5,96
8,1,1,0,3,0,1,6,96.5
3,5,1,0,0,0,1,5,95.99
3,2,1,1,1,0,0,2,96.29
2,4,2,0,1,2,1,2,97.1
2,2,0,1,1,1,0,2,95.79
0,2,0,0,0,0,0,2,96.6
3,1,0,1,1,0,0,0,95.8
0,2,0,0,0,0,0,2,96.55
2,3,0,0,0,1,1,1,96.3
1,4,1,0,0,0,1,0,96.4
0,4,0,0,2,0,2,1,96.5
1,2,0,1,1,1,2,2,96.65
2,4,1,3,0,0,4,2,96.2
1,1,0,1,1,0,1,1,96.55
1,0,0,0,2,1,1,5,96.5
2,0,0,3,2,1,1,1,95.65
2,1,0,2,3,0,2,5,96.5
3,0,0,3,0,2,0,2,96.56
1,0,0,2,4,1,1,1,96.75
3,2,1,1,1,1,1,2,96.7
3,0,1,4,5,1,0,7,96.5
2,0,0,1,1,2,0,1,96.7
1,2,0,1,2,2,0,2,96.75
1,1,1,1,1,1,0,2,96.4
2,2,1,2,2,2,0,2,95.6
2,1,1,1,3,1,2,4,95.8
2,0,0,6,0,2,2,3,96
5,1,2,1,4,2,1,3,96.56
2,1,1,4,0,1,4,5,96.35
4,0,0,2,1,1,1,4,96.85
2,1,1,4,2,1,1,7,95.75
4,1,0,3,2,0,1,2,97.05
1,1,0,0,1,0,0,4,96.55
4,0,0,0,0,0,1,5,97
2,0,0,0,1,1,1,2,96.05
2,0,0,0,1,0,0,2,96.6
3,1,1,0,1,0,1,4,95.84
5,1,0,3,1,1,1,4,96.21
5,1,0,0,3,1,2,4,96.15
2,1,0,2,2,0,0,6,96.35
2,1,0,0,2,0,1,0,96.2
1,2,0,1,0,2,1,2,97
2,0,1,0,3,0,2,0,96.95
2,0,0,0,3,0,1,7,96.75
1,1,0,0,2,0,2,2,99.15
2,1,1,1,2,0,2,2,99.15
0,1,0,0,1,0,5,1,99.7
1,0,2,0,1,0,1,1,99.35
1,1,1,0,6,0,1,5,99.5
3,4,0,1,2,0,0,3,99.55
3,0,0,0,0,0,1,1,99.4
1,1,0,0,3,0,0,1,99.6
1,2,1,0,2,0,0,3,99.5
3,1,1,0,0,0,0,2,99.5
1,1,0,1,3,0,0,2,99.35
1,1,0,0,1,0,1,1,99.7
1,1,0,0,2,0,2,0,99.3
0,1,0,0,0,0,0,1,99.35
1,0,0,0,0,0,0,1,99.2
0,1,0,1,1,0,0,1,98.2
0,0,0,0,0,0,0,0,99.65
0,0,1,1,1,0,0,0,99.75
1,0,0,1,0,0,0,2,99.4
0,0,0,1,1,1,0,0,99.55
2,0,0,1,0,0,0,2,99.85
0,0,0,1,1,1,0,1,99.45
2,0,0,1,0,1,0,0,98.35
0,0,1,1,0,0,0,0,99
0,0,0,2,3,0,0,1,98.85
0,0,3,0,2,1,0,2,96.2
0,0,0,1,0,0,0,1,95.95
3,1,1,1,1,0,0,1,89.45
0,0,0,0,1,0,0,1,76.95
0,0,0,0,1,0,0,1,58.71
0,0,0,0,1,0,1,1,69.59
1,2,0,1,1,0,0,0,75.57
1,2,0,1,0,0,0,0,84.12
0,1,0,0,0,0,0,0,90.51
1,4,0,0,4,1,1,0,94
0,5,4,1,4,0,1,2,92.36
4,1,2,1,1,0,3,4,96.23
2,2,3,1,2,1,2,2,94.83
3,2,1,0,4,2,3,8,93.84
5,3,2,0,3,0,5,7,90.02
2,2,1,0,0,0,0,1,95.16
0,1,0,0,0,0,1,1,97.04
1,3,3,0,0,0,0,0,98.8
0,1,1,0,1,0,3,0,99.05
1,2,2,2,0,1,0,1,98.1
0,5,1,2,4,1,1,5,99.05
1,1,2,0,6,2,2,2,97.95
3,2,1,1,1,1,6,5,98.9
1,3,0,0,3,2,3,4,99
3,3,2,0,0,1,6,4,97.4
4,0,0,0,3,1,5,4,93.84
1,1,3,1,1,0,2,5,93.23
6,0,1,0,1,0,5,5,92.84
2,0,1,0,1,0,4,4,98.55
2,0,0,0,2,0,1,1,98
2,2,0,0,3,0,1,5,96.29
2,1,0,0,0,0,3,3,97.2
4,1,0,0,1,1,1,4,94.06
0,0,0,0,2,0,1,1,76.64
2,0,1,0,1,0,1,2,73.71
2,0,2,1,2,0,3,2,77.97
1,0,1,1,0,0,2,1,92.47
1,0,0,2,0,0,3,0,96.38
0,0,3,1,1,0,2,3,91.53
1,0,0,1,0,0,2,0,89.08
0,0,1,0,0,0,2,1,81.38
1,1,4,0,1,0,2,0,82.92
1,0,2,1,2,2,2,1,88.17
0,0,1,1,0,0,1,3,87.91
0,2,1,1,1,0,2,0,89.59
3,0,1,1,1,2,1,0,73.45
0,1,3,0,2,0,3,2,80.11
0,2,1,0,2,0,2,1,84.37
0,1,1,1,1,1,0,2,79.14
0,0,1,0,0,0,0,1,83.77
1,0,0,0,4,0,0,0,79.45
0,2,1,0,0,0,2,1,81.05
0,1,1,1,0,0,1,0,88.57
2,1,0,0,0,0,1,1,88.1
1,1,0,1,0,0,1,1,83.11
1,1,1,0,0,0,0,0,77.96
0,2,1,0,0,0,2,0,78.24
0,2,1,1,0,0,1,1,91.06
1,1,4,0,3,0,2,1,75.06
2,2,1,2,5,0,2,6,67.9
2,1,2,1,5,0,0,3,70.89
8,8,4,0,2,0,0,10,55.63
8,5,1,0,1,0,0,5,50.99
2,2,2,0,1,0,0,7,66.38
5,2,2,0,0,0,1,3,63.42
3,3,2,0,1,0,0,3,69.77
6,1,1,0,3,0,4,5,74.11
3,4,1,2,2,2,1,6,87.51
4,4,2,2,0,0,2,3,93.6
4,5,0,0,1,1,1,5,95.21
4,5,1,0,0,0,2,5,97.65
5,5,0,0,3,2,2,4,91.54
6,3,0,0,1,0,1,6,91.26
4,1,1,1,2,3,1,5,98.3
4,1,0,1,5,0,4,6,95.55
5,4,1,0,4,1,3,6,95.29
3,3,0,1,1,1,3,4,95.74
5,1,0,0,2,1,1,5,95.7
3,0,0,0,1,0,1,6,96.16
0,1,0,0,0,0,1,0,95.35
0,0,0,0,0,0,0,0,95.59
0,0,3,1,0,0,1,2,95.9
1,1,1,0,0,0,0,1,95.35
1,2,1,2,2,0,1,2,96.25
1,1,3,1,3,0,1,1,95.9
0,0,0,1,0,0,2,1,96.14
2,1,3,0,3,0,1,2,95.7
0,0,1,1,2,0,0,2,96.15
1,2,1,0,1,1,1,3,95.8
0,0,0,1,1,0,0,1,96.65
1,1,0,1,2,0,0,1,98.9
2,0,0,2,0,1,1,3,99.25
0,1,1,1,6,2,0,4,96.29
2,1,0,0,1,0,1,3,96
1,1,0,1,1,0,3,3,95.44
2,1,1,0,0,0,1,1,96.4
2,1,1,0,3,0,3,3,95.05
4,2,0,1,0,1,0,3,96.14
