x1,x2,x3,x4,x5,x6,x7,x8,y1
0,0,1,1,1,1,0,1,95.86
1,0,0,2,5,0,0,3,94.25
1,1,1,2,1,0,1,1,96
1,1,1,2,1,1,0,2,95.35
2,1,3,2,1,1,2,2,96
0,3,2,5,1,0,5,3,95.5
3,5,2,2,0,1,8,1,95.75
3,6,1,2,3,1,3,5,96.05
2,3,1,1,2,0,2,3,95.85
2,2,2,3,2,0,2,9,97.65
8,1,2,2,0,0,2,4,98.95
5,2,0,1,1,0,1,5,99.45
3,1,2,2,2,0,5,5,97.4
4,0,0,2,3,1,2,3,99
1,1,1,0,1,1,1,4,99.05
4,0,0,1,0,1,1,2,99.4
0,0,0,0,0,1,1,3,99.45
1,0,0,0,0,0,0,1,99.6
3,0,0,0,0,0,0,1,99.1
1,1,0,1,0,0,1,3,99.3
2,0,0,1,0,0,0,1,99.5
2,0,0,0,0,0,1,2,99.65
1,0,0,0,1,0,0,0,98.35
0,0,0,0,1,0,1,2,99.1
2,1,0,0,1,0,0,2,99.45
2,2,0,2,0,0,1,2,99.05
0,2,0,0,2,1,0,1,99.45
0,0,0,1,2,1,1,2,99.5
0,0,1,0,0,0,0,1,99.2
0,0,0,1,0,1,0,0,98.85
1,0,0,0,0,0,0,1,98.9
0,0,0,0,0,0,0,0,97.15
0,0,0,0,0,0,0,1,82.64
0,0,0,0,0,1,0,0,63
0,1,0,1,0,0,0,0,51.79
0,0,0,1,0,0,0,0,61.14
1,1,1,0,2,0,1,1,78.63
1,1,0,1,0,0,1,1,94.64
0,2,1,0,1,0,1,2,95.04
1,3,0,0,2,0,1,1,92.97
2,2,0,0,0,1,1,1,93.09
0,1,1,0,1,1,1,1,90.62
2,2,0,0,0,3,1,3,94.13
2,1,1,1,2,0,0,4,96.99
3,0,2,1,2,0,0,1,98.2
1,0,2,1,0,2,0,3,98.4
0,0,2,2,1,1,0,2,99.1
4,1,1,0,5,2,0,4,99.3
4,1,1,3,1,3,2,3,97.3
3,1,2,0,0,1,1,4,99.25
4,2,0,2,1,1,1,4,99.35
4,1,1,3,1,0,2,3,99.15
3,2,1,0,2,0,1,5,99.2
4,0,0,1,1,0,4,5,99.25
1,2,0,0,1,0,2,1,98.8
4,4,1,1,3,1,3,3,95.85
3,5,0,0,2,0,3,3,95.75
6,6,1,1,2,0,4,4,96.1
4,5,0,1,3,0,2,8,95.59
3,6,0,1,2,0,3,1,95.39
9,5,0,0,3,0,2,10,95.5
8,6,1,2,7,0,2,7,95
4,1,3,0,3,0,4,5,95.51
1,1,2,0,1,0,0,1,95.65
3,2,1,0,2,0,0,3,95.7
0,1,1,0,3,0,0,1,94.7
0,1,1,0,0,0,1,0,96.15
0,1,2,0,0,0,0,0,95.85
0,2,1,2,1,0,0,0,95.7
0,2,1,0,0,0,0,1,94.24
1,1,1,1,1,2,1,2,95.7
2,3,1,1,3,0,1,2,96.15
2,3,1,1,1,0,0,5,99.3
2,1,2,1,3,0,0,1,99.2
2,0,3,1,1,0,0,4,99.15
2,0,2,2,2,0,0,2,99.05
3,1,2,1,1,1,1,2,97.75
0,1,1,0,2,3,0,2,99.3
2,3,2,0,0,0,0,4,99.15
2,0,2,0,0,0,2,1,97.8
1,0,2,0,1,0,4,1,99.35
0,0,4,0,1,0,1,1,99.5
2,0,2,0,1,0,2,3,99.55
2,0,2,1,1,0,1,3,99.4
2,0,1,1,3,0,1,4,99.45
3,1,2,1,0,1,3,3,99
2,0,1,1,0,0,1,2,99.05
2,1,0,0,1,0,2,0,97.75
3,1,2,1,2,1,3,3,98
3,0,0,0,1,1,2,5,99.2
2,0,0,1,1,0,3,2,99.15
3,1,0,0,1,1,1,4,94.94
3,1,1,1,1,0,1,2,96.45
1,3,2,0,0,0,1,6,95.05
4,2,1,1,0,0,1,2,95.65
1,2,4,2,3,0,0,2,96.5
3,0,0,0,0,0,1,4,96.65
2,0,0,0,0,0,1,3,98.8
5,0,0,0,0,0,0,4,98.95
3,0,0,0,0,0,1,5,97.45
4,0,0,0,0,0,2,1,87.23
2,0,0,0,1,0,0,2,82.21
2,0,1,1,1,0,2,2,64.93
2,0,0,1,0,0,1,2,61.64
0,0,0,1,0,1,1,1,43.94
1,3,1,1,0,0,2,2,60.89
2,2,1,1,1,1,0,0,41.56
0,1,2,0,1,1,1,2,44.66
1,2,2,2,2,0,0,2,61.33
1,2,0,1,2,0,2,0,53.06
1,6,1,0,0,1,0,2,56.52
0,1,0,1,0,1,0,1,74.54
2,3,0,0,0,0,1,3,68.57
2,3,0,0,1,0,1,0,76.71
2,4,0,0,0,0,1,4,89.19
3,2,0,0,0,0,0,2,87.03
2,0,0,0,2,0,3,2,86.42
3,0,0,0,1,0,1,4,89.25
1,0,0,0,1,0,2,2,94.03
2,0,0,0,1,0,3,4,97.05
1,0,0,0,1,0,2,0,94.63
2,0,0,0,0,1,3,3,95.6
2,1,0,0,0,0,3,0,99.35
1,1,1,0,1,2,2,1,99.55
0,3,1,3,3,3,0,2,99.3
1,1,1,0,0,2,2,1,95.96
1,0,0,0,1,3,1,3,95.45
1,0,1,0,1,0,1,3,96.75
1,0,0,0,1,0,0,0,96.5
0,0,0,0,1,0,0,1,95.71
0,0,0,0,0,1,1,0,96.35
0,0,1,0,0,0,1,1,95.5
0,2,0,0,1,0,2,2,97.1
1,0,0,0,1,1,0,2,97
2,0,1,2,2,2,1,2,96.25
1,1,0,0,2,1,0,2,90.27
1,1,1,1,4,2,0,0,94.77
0,0,0,2,1,1,1,4,97.79
2,0,0,0,0,1,0,3,98.35
5,1,0,2,3,1,0,2,92.24
2,0,1,0,5,1,1,2,78.46
2,1,0,1,2,0,0,5,83.67
3,0,1,1,1,1,0,2,89.03
3,1,1,1,4,1,0,2,92.09
0,0,0,0,3,3,1,1,91.57
3,0,0,1,3,0,2,5,98.05
6,0,1,0,2,0,1,7,95.78
4,0,1,2,8,0,0,4,95.45
4,1,1,0,2,0,1,6,94.21
4,0,1,1,5,0,0,3,95.1
2,1,1,0,3,1,0,1,96.25
2,1,2,1,2,1,1,4,82.84
2,0,0,1,3,1,0,4,77.44
3,2,1,0,2,1,0,2,84.68
2,1,1,0,3,1,0,0,93.08
2,1,2,0,3,0,2,4,81.14
2,1,0,0,4,0,1,3,88.96
3,1,0,1,1,1,0,3,88
1,2,1,1,2,1,1,1,93.55
2,2,0,0,1,1,2,3,92.33
1,0,0,2,2,0,0,1,90.9
2,1,1,1,3,1,0,1,57.27
0,0,2,1,3,0,1,6,62.49
4,1,2,1,3,2,0,0,66.55
2,0,4,0,4,0,1,3,46.76
4,0,1,3,4,0,1,5,48.42
2,1,2,4,2,0,0,3,44.69
2,0,0,3,2,0,1,3,35.17
2,1,2,3,2,0,3,0,36.25
0,1,1,3,1,1,1,0,44.12
0,0,1,5,3,3,3,0,52.92
0,0,1,3,2,3,2,0,55.37
0,2,3,2,1,2,1,3,65.23
0,3,0,2,0,2,1,1,51.29
0,0,0,2,0,5,1,1,49.77
1,1,0,0,0,1,1,1,52.11
3,3,0,1,2,3,0,3,49.16
1,4,1,0,2,2,1,1,32.9
1,6,0,2,2,5,1,4,38.05
3,2,0,2,3,2,0,3,61.02
5,2,0,0,3,3,1,5,76.34
5,0,0,2,3,1,1,4,51.31
4,3,1,2,7,0,1,5,45.69
3,0,0,0,4,0,0,6,56.24
6,0,1,0,1,0,0,7,57.9
5,0,0,0,5,1,0,4,60.3
2,0,1,0,3,0,0,4,50
4,3,1,1,5,0,1,3,30.63
1,1,1,2,6,1,1,4,31.68
4,3,1,3,0,1,0,2,27.27
0,2,0,0,0,0,0,1,22.91
1,0,0,0,0,0,0,0,13.17
0,1,1,0,0,1,0,0,33.4
0,1,1,0,1,1,2,0,40.17
0,1,1,0,0,3,1,2,62.63
1,1,1,2,0,4,1,2,51.88
1,4,1,0,1,2,0,2,70.12
2,1,0,2,4,2,0,2,67.56
2,0,0,2,2,1,0,7,57.01
5,0,1,1,1,0,0,1,70.51
1,1,1,0,3,1,0,4,64.94
6,0,0,0,1,0,0,5,74.88
1,0,1,0,4,1,0,4,70.4
3,1,1,0,3,0,0,3,60.38
3,1,2,0,3,1,0,2,62.25
1,2,1,0,4,0,0,4,61.88
5,3,3,0,2,1,0,2,44.72
1,2,1,0,3,3,0,2,45.42
4,1,1,2,1,0,0,6,60.04
5,0,0,1,7,1,0,2,58.84
3,0,0,3,3,0,2,5,46.42
3,0,0,4,5,0,0,3,51.97
1,0,1,2,3,0,3,4,51.43
3,0,0,4,1,0,0,2,56.87
1,1,1,2,3,0,0,2,52.02
2,0,2,4,1,0,0,1,49.42
1,0,0,1,1,0,2,1,50.51
2,0,2,2,0,0,1,2,76.5
1,0,2,2,3,0,1,3,68.67
2,0,3,1,0,0,0,2,57.22
1,1,3,1,3,1,1,1,53.66
1,0,1,0,2,1,1,3,53.06
2,3,1,2,3,1,1,2,53.86
3,1,1,0,4,2,0,1,61.06
1,0,1,1,1,2,2,6,38.17
4,1,3,1,3,1,2,1,22.43
1,1,2,1,2,1,1,3,36.19
1,2,4,0,2,2,3,2,57.57
4,1,2,2,2,1,1,4,68.56
1,2,3,2,2,1,0,5,86.33
2,0,2,0,4,1,3,0,85.06
0,0,1,4,2,1,2,4,89.07
3,0,0,2,2,3,2,1,90.08
1,3,0,5,3,3,0,4,93.65
2,2,0,1,2,3,3,2,94.11
4,3,0,1,4,2,0,3,94.25
2,0,0,0,2,1,1,4,94.7
4,3,1,1,4,2,0,2,95.34
2,1,1,1,1,2,2,4,94.4
2,2,0,1,3,2,0,2,94.44
2,1,1,0,2,2,2,6,96.44
3,0,2,0,6,0,0,4,98.5
4,2,2,1,2,1,1,4,98.75
3,1,0,1,3,2,1,2,99.05
2,2,2,0,3,1,1,2,99.25
1,3,0,0,1,1,1,3,99.2
0,1,2,1,1,2,1,1,99.45
3,1,1,2,2,0,1,3,99.05
2,2,1,1,0,1,0,2,97.3
1,2,1,1,3,0,2,3,99.45
5,1,4,1,6,0,2,2,99.55
3,1,3,0,4,0,1,8,98.65
0,2,2,1,0,1,0,0,99.45
1,2,2,1,0,0,1,0,99.1
0,3,1,0,0,0,1,0,97.35
0,3,0,4,0,0,1,1,99.15
0,8,2,4,1,0,0,2,99.1
0,8,0,3,1,2,4,2,99
2,9,2,2,2,0,3,3,99.4
7,6,1,1,1,1,2,9,98.85
10,5,1,2,2,0,6,9,99.4
3,10,2,1,0,0,7,7,99.45
4,5,0,1,0,0,6,6,99.3
5,4,2,1,1,0,4,3,97.65
4,2,1,1,1,0,4,5,99.2
4,1,2,0,2,2,4,4,99.1
2,6,1,1,1,0,6,3,99.2
2,1,1,1,3,0,2,5,99.05
3,1,1,1,0,0,2,5,99.2
4,2,0,0,0,0,1,7,97.8
3,2,0,1,1,0,0,2,97.2
3,1,0,0,4,0,1,5,99.35
6,0,2,0,1,0,1,7,99.45
2,0,1,0,1,1,3,4,96.31
3,0,0,2,2,0,1,4,99.25
6,2,0,0,1,0,2,6,99
1,0,2,0,2,0,1,1,99.2
1,1,3,0,0,0,1,3,97.85
2,1,3,1,3,0,0,1,98.85
3,0,1,0,4,1,2,5,99.1
3,0,5,0,5,0,2,4,99.5
5,1,2,0,2,0,1,5,96.1
4,1,2,1,0,0,2,7,97.75
7,0,0,0,2,0,2,4,99.2
10,0,1,1,3,0,1,10,99.2
6,1,1,0,4,0,1,8,95.76
6,0,2,0,2,0,1,7,95.55
5,0,1,1,1,0,1,6,97.3
6,0,1,0,4,0,1,6,90.26
7,2,2,0,3,0,3,8,89.36
6,0,2,0,0,2,2,6,71.6
3,2,0,2,3,2,2,5,62.94
4,8,0,1,3,0,0,4,82.92
5,3,2,1,0,0,2,7,93.03
5,6,2,1,1,1,1,5,89.44
5,4,0,1,2,1,2,7,69.8
3,0,1,0,4,0,4,3,85.92
4,2,1,1,0,0,5,6,92.21
3,0,3,0,2,0,3,7,93.55
4,4,0,0,4,1,3,1,96.48
5,4,1,0,0,1,5,9,95.96
4,4,2,0,2,0,2,5,95.74
6,7,1,0,2,1,5,5,95.94
4,6,2,1,2,1,2,3,98.3
2,10,2,2,2,1,1,7,98.55
7,5,0,1,0,0,4,7,99.1
8,3,1,3,1,1,3,8,98.25
9,3,1,4,2,0,5,9,97.7
9,3,3,3,1,0,4,12,98.6
8,5,2,1,2,2,2,6,99.35
7,7,1,1,2,0,4,8,99.45
2,8,1,0,6,0,4,5,99.2
6,10,2,1,5,1,4,5,99.05
7,8,3,1,3,1,9,6,99
1,1,1,0,0,0,1,1,96.95
0,0,1,0,1,0,0,0,99.3
1,1,1,2,0,1,0,1,99.1
0,0,1,1,2,1,1,0,97.1
0,0,1,5,2,0,1,1,95.95
2,2,1,3,0,2,0,4,97.7
4,0,1,3,2,0,0,7,98.75
4,0,1,2,3,0,0,4,97.55
2,0,0,3,1,0,0,7,98.75
2,2,0,1,2,0,1,1,99.3
1,0,1,2,1,0,1,1,98.8
1,0,0,2,1,0,0,4,96.14
2,0,0,1,2,0,0,2,95.86
3,0,1,2,2,0,0,1,98.75
3,0,0,1,2,0,0,4,97.2
2,0,0,3,2,0,0,3,96.3
3,0,0,2,2,1,0,1,90.01
0,0,0,3,1,2,1,2,94.2
2,0,1,1,3,1,0,1,96.4
0,2,1,1,0,1,0,3,94.77
1,1,3,2,2,2,2,2,87.74
2,1,2,3,2,0,2,0,91.4
2,2,1,1,3,1,1,1,96.13
1,5,1,2,2,1,2,2,95.73
1,2,1,2,2,2,0,2,96.54
2,0,2,2,1,1,1,2,90.65
1,1,3,2,6,0,0,2,94.74
0,0,1,2,1,0,1,3,95.7
2,2,3,3,1,0,0,1,99.05
1,2,1,2,2,0,0,1,98.1
3,2,1,3,0,0,0,4,97.2
3,4,0,2,3,0,0,2,97
2,2,1,1,2,0,0,4,91.25
4,0,0,3,2,0,1,2,98.65
1,0,1,5,3,0,2,3,98.35
2,1,0,3,1,0,1,2,99.1
3,0,1,1,2,0,1,2,98.75
4,0,0,0,4,0,2,5,99.3
2,0,0,0,2,0,0,4,97.5
4,0,0,0,3,0,1,3,98.7
4,0,0,1,2,0,2,3,98.8
5,1,2,2,2,0,0,5,95.84
2,2,1,1,3,1,1,4,94.6
2,2,2,1,3,0,1,4,97.04
5,1,2,2,3,1,1,2,95.45
1,1,1,3,2,0,1,5,89.76
3,1,2,1,2,0,0,2,81.32
4,2,5,1,3,0,2,2,79.24
2,2,3,0,3,0,4,4,69.28
2,0,2,0,4,1,1,4,73.07
4,1,2,0,2,0,1,7,91.74
2,1,1,0,4,0,2,2,85.22
1,1,0,0,4,0,1,2,86.86
2,4,1,0,2,0,2,3,84.89
2,1,0,0,2,2,1,2,85.27
3,1,0,1,1,1,0,1,92.3
3,1,0,0,3,1,1,4,93.58
1,1,0,2,3,1,2,3,92.48
3,0,0,3,2,2,1,2,93.11
2,0,0,1,2,1,0,1,97
2,0,1,3,3,2,1,3,96.04
1,0,1,1,4,1,2,4,97.1
3,1,1,1,2,0,1,2,98.65
0,1,1,1,1,0,1,0,95.7
1,0,0,1,1,0,0,1,95.84
0,1,2,0,0,0,0,0,94.5
0,0,2,1,0,0,1,0,94.94
0,0,3,2,0,1,0,0,94.81
0,0,2,1,0,0,1,1,95.26
0,1,5,4,1,0,0,2,95.99
2,1,4,2,0,0,1,2,96.15
2,0,0,3,2,1,1,3,99.35
2,1,2,4,3,0,2,3,98.9
0,1,1,3,1,1,1,4,99.1
3,2,1,2,2,1,1,4,97.7
3,3,2,1,4,0,2,2,99.45
2,4,1,2,2,0,2,5,98.9
5,3,1,2,2,0,1,7,98.2
4,5,0,1,2,0,2,4,97.8
6,3,0,1,2,0,2,7,98.75
4,1,0,2,1,0,2,7,95.04
8,2,1,1,3,0,0,7,96.74
7,0,1,2,3,0,1,9,94.44
4,1,0,1,4,0,1,3,81.12
4,0,0,0,3,1,2,7,83.47
3,5,0,0,2,0,2,5,69.71
5,3,2,0,5,0,1,4,72.19
2,2,0,0,4,0,0,3,82.3
3,2,1,1,2,1,1,3,86.18
3,1,0,0,2,0,0,3,90.83
2,1,0,2,1,0,0,1,90.24
1,0,3,0,2,0,0,1,85.53
1,1,3,1,3,0,0,1,70.16
0,0,2,2,0,0,0,2,68.73
2,0,1,1,0,0,0,1,61.63
1,0,1,0,3,0,0,1,74.38
2,0,2,0,2,0,1,1,69.67
0,1,3,0,4,0,1,2,82.08
1,0,1,3,1,0,1,2,66.01
0,0,1,2,0,0,0,2,76.2
0,1,0,0,0,0,1,0,79.08
0,0,0,1,0,0,0,0,70.24
0,0,0,1,1,0,0,0,70.35
0,0,0,2,0,0,0,0,75.55
0,0,0,1,1,0,0,1,73.88
1,2,1,1,5,2,1,0,77.19
1,2,1,1,2,0,2,2,87.01
4,1,0,0,0,1,1,5,83.74
4,0,0,0,2,0,1,5,44.88
6,0,0,0,2,0,0,4,41.06
0,0,1,2,2,0,0,2,21.45
2,0,0,1,2,0,1,2,34.64
3,0,0,0,6,0,0,3,65.84
3,1,1,1,1,2,2,2,77.14
0,1,2,0,4,0,0,2,80.6
1,1,0,1,4,2,1,2,86.71
4,2,2,2,4,0,3,6,78.53
2,2,0,0,2,0,2,5,83.43
5,2,2,1,1,0,3,4,91.65
6,1,1,2,2,0,3,5,94.05
0,4,1,3,2,1,2,6,92.15
3,2,0,2,1,0,0,1,97.33
1,2,0,2,2,0,1,4,98.3
4,4,2,2,2,0,1,2,99.2
2,6,0,1,1,0,0,4,98.95
5,4,1,2,1,0,0,5,97.6
5,2,2,0,1,0,1,6,98.8
3,4,1,1,2,0,1,4,98.6
4,2,1,1,2,0,1,4,95.39
4,1,0,0,1,0,1,3,95.08
4,2,0,0,1,0,0,7,94.2
5,3,0,0,2,1,0,4,94.65
0,3,0,0,0,0,0,0,95.45
0,2,0,0,0,0,0,0,95.9
0,2,0,0,0,0,0,0,93.5
0,1,0,0,2,0,0,0,95.1
0,2,0,0,1,0,0,1,94.9
1,1,0,1,0,0,2,2,94.7
2,0,0,0,1,0,0,5,95.35
2,2,2,1,1,2,1,5,95.7
5,0,2,1,2,1,0,3,94.93
4,2,5,0,2,1,0,6,95.64
6,2,0,1,1,0,0,5,96.19
5,1,4,1,4,0,0,7,97.41
4,3,1,0,1,0,1,7,98.95
5,2,2,1,1,0,2,3,99.25
2,1,2,1,2,0,0,4,99.35
4,1,1,1,2,0,2,5,97.6
6,2,1,3,1,0,3,5,98.95
3,2,1,1,2,0,1,2,97.94
1,2,6,1,4,0,0,2,98.65
5,2,3,0,4,1,1,5,98.2
5,2,2,2,2,1,4,4,99.2
5,4,2,1,0,0,0,6,98.4
2,2,2,1,2,0,3,4,97.64
6,1,2,4,3,0,1,7,96.95
5,4,2,1,2,0,1,3,98.5
1,2,1,2,2,0,0,6,95.79
4,2,0,2,2,0,3,2,99.4
0,1,2,0,1,1,4,3,98.9
2,1,0,1,3,0,1,2,95.4
2,1,2,1,0,0,1,2,94.99
2,0,2,0,3,0,2,3,95.45
1,1,1,0,2,1,1,1,94.75
2,0,3,0,0,0,1,2,94.85
2,0,2,0,2,0,2,3,95.44
2,0,1,0,1,1,2,1,95.21
1,0,1,2,0,0,2,1,94.99
0,1,1,3,1,1,1,1,95.7
1,0,1,4,5,0,2,2,95.64
3,1,0,3,5,0,0,3,95.35
3,1,1,2,0,1,2,4,95.35
2,1,2,1,1,1,2,4,94.64
3,0,1,1,1,0,3,4,95.24
3,0,0,0,1,0,1,4,95.7
2,2,0,1,0,0,1,1,99.35
1,5,2,1,3,0,1,2,99.55
3,4,1,0,3,0,0,2,96.85
1,8,3,2,1,2,0,4,96.05
3,2,0,0,4,1,1,4,98.95
1,0,2,0,0,0,0,4,97.45
3,2,2,2,1,1,0,2,96.09
4,0,1,1,0,1,0,5,93.12
3,1,3,2,2,1,0,7,91.52
3,0,2,1,0,1,0,2,86.66
0,0,2,1,1,0,0,3,92.75
3,0,3,1,0,0,1,0,93.93
0,0,2,1,1,1,0,1,89.87
1,0,4,1,1,0,0,2,95.75
1,0,2,1,1,0,1,2,98.8
2,0,2,0,0,1,0,0,94.99
0,0,2,0,0,1,1,0,95.99
0,0,1,2,0,0,1,1,95.65
0,3,3,1,2,0,0,1,94.85
1,1,4,2,5,1,2,2,94.89
3,2,1,1,0,1,2,4,95.09
1,2,2,0,1,0,0,1,94.31
1,3,0,1,1,0,0,0,92.37
0,2,1,0,0,0,0,0,92.28
0,1,1,0,0,0,0,0,92.92
0,2,1,0,0,0,0,1,93.45
0,2,0,0,0,0,0,1,95.05
1,0,1,0,2,0,1,0,94.39
0,0,1,0,2,0,1,4,93.29
3,1,3,0,1,0,0,2,95.4
1,1,1,4,2,0,1,2,95.2
2,0,1,0,1,1,0,4,95.5
4,0,1,0,2,0,3,3,94.5
2,1,2,0,3,0,1,4,94.64
3,3,5,0,1,0,0,6,96.15
4,1,4,0,1,0,0,3,95.75
1,0,5,0,2,2,0,1,95.4
2,2,1,0,0,0,2,2,95.79
2,3,0,0,0,1,0,2,95.6
1,3,0,0,0,1,1,2,95.95
2,4,1,0,0,0,1,1,96.25
1,3,1,1,0,0,0,1,95.49
1,1,2,1,0,3,0,2,99.15
3,1,0,3,0,1,1,3,99.3
3,1,0,2,2,1,1,4,99.6
0,3,1,2,1,0,1,0,99.65
1,7,1,2,4,1,1,2,99.55
1,7,1,2,0,2,2,2,97.8
2,2,0,3,2,2,1,1,96.85
0,1,2,0,5,0,0,2,95.2
0,3,1,1,0,1,4,2,96.54
1,1,2,1,5,0,1,2,97.1
1,2,3,3,2,1,0,3,96.3
4,0,1,1,0,0,3,4,96.45
4,5,2,1,5,0,0,5,97.75
6,0,1,1,3,1,2,5,99.6
3,4,2,1,2,2,0,1,98.8
0,3,4,1,2,2,2,3,97
3,1,1,0,1,1,1,3,96.4
1,5,6,2,2,1,1,0,99.3
1,2,5,1,6,3,2,2,99.15
1,0,6,2,2,0,1,1,99.4
1,1,0,1,1,0,0,3,98.1
1,0,0,1,2,0,0,1,99.1
1,0,3,0,2,0,0,5,99.55
3,0,1,1,1,0,0,0,99.2
0,0,0,1,0,0,0,2,99.45
0,0,0,1,1,0,1,2,99.45
0,0,0,0,0,0,0,0,99.55
0,0,0,0,0,0,0,1,99.25
0,1,0,0,0,0,0,0,99.3
0,3,0,0,0,0,0,0,98.1
0,2,0,0,0,0,0,0,98.05
0,0,0,0,1,0,0,1,98.35
1,1,0,0,2,0,2,0,91.01
0,3,0,0,2,2,1,0,65.5
0,2,2,2,2,3,2,1,52.2
1,0,1,0,1,1,3,0,55.79
0,0,2,1,0,1,3,1,24.91
1,0,1,0,1,2,0,1,39.82
1,2,0,0,0,1,3,0,38.39
3,0,0,0,0,1,2,3,47.67
2,1,0,1,1,3,2,2,16.75
0,0,0,1,1,0,3,2,57.77
2,0,0,1,0,1,2,0,67.54
1,0,0,0,2,1,1,3,66.7
3,0,0,0,1,0,1,2,77.69
2,0,0,0,2,0,1,5,92.01
0,1,0,0,0,0,0,1,92.78
1,0,0,0,0,0,0,1,90.87
0,0,1,0,2,0,0,2,95.25
0,0,1,0,0,0,0,0,93.95
0,0,0,1,0,0,0,0,95.44
0,0,0,2,0,0,0,0,94.24
0,0,0,1,0,0,0,1,94.79
0,0,1,2,0,0,0,0,95.49
0,1,0,1,0,0,1,0,94.7
2,1,0,1,0,0,0,1,95.05
1,1,0,0,1,0,0,3,94.55
2,0,0,0,0,0,0,1,95.25
3,0,0,0,1,0,2,3,94.52
1,0,0,1,1,0,0,0,95.2
1,0,1,0,0,0,1,1,96.15
1,2,0,1,4,0,0,2,95.2
2,1,0,1,1,1,0,2,95.4
1,0,0,0,2,0,0,3,96.25
1,1,0,0,0,0,1,1,94.45
2,1,2,0,2,0,0,2,96.7
1,0,1,0,1,0,0,1,96.7
0,0,0,0,1,0,0,1,99.2
1,0,1,0,2,0,0,1,99.25
1,0,1,1,0,0,0,1,99.1
0,0,0,1,1,0,1,0,99.5
1,0,0,0,0,0,0,1,98.95
0,0,1,1,2,0,0,0,97.45
0,1,0,1,0,0,1,1,95.6
1,0,1,0,1,0,0,0,96.14
0,0,0,0,2,1,0,1,96.1
0,0,1,0,1,0,1,1,95.55
1,0,0,0,2,0,0,2,98
1,0,0,0,1,0,1,3,99.05
3,1,0,0,0,0,0,2,99.15
2,0,2,0,0,0,0,4,99.2
3,1,0,0,0,1,0,1,97.6
1,2,0,0,2,0,0,1,99.3
2,0,0,2,1,0,2,1,99.45
2,1,0,0,1,0,1,4,98.85
0,0,0,4,2,0,0,1,98.9
3,0,0,2,1,0,0,3,94.95
2,0,0,3,2,0,0,2,94.27
1,0,1,4,0,0,0,3,92.16
1,0,0,2,0,0,1,0,95.93
1,0,1,1,0,0,0,2,96.08
1,1,2,1,0,0,1,1,97.49
0,1,1,0,0,0,1,0,95.66
3,0,2,0,1,0,0,3,87.41
2,1,2,0,2,1,0,1,70.92
0,0,1,0,1,0,0,2,67
2,0,2,0,1,0,0,2,74.16
1,2,1,0,2,0,0,2,59.86
2,0,0,1,2,1,1,0,74.12
0,3,1,1,1,0,0,2,79.11
2,3,0,1,2,0,0,1,70.22
2,6,0,1,2,0,0,1,60.79
1,4,1,1,2,0,0,1,48.12
0,3,1,0,0,0,0,1,65.13
1,4,0,0,0,2,1,0,50.25
0,2,0,1,0,0,0,1,46.97
0,1,0,0,2,1,0,0,66.6
2,0,1,1,2,0,2,2,68.33
0,1,0,0,3,0,1,0,77.66
1,0,0,2,2,0,1,3,73.44
0,1,0,2,1,1,2,0,73.69
0,0,1,1,0,0,1,0,82.53
0,0,1,2,1,0,0,1,67.25
0,1,0,1,0,0,0,1,83.41
1,0,0,4,0,0,1,0,78.06
0,0,1,1,0,0,2,1,79.76
1,0,0,1,3,0,5,1,89.93
2,1,0,2,2,0,1,4,86.56
1,2,1,3,2,0,2,1,90.21
0,0,1,0,1,0,1,2,85.9
2,0,1,0,2,0,1,2,95.45
1,0,2,0,2,0,1,4,94.96
2,0,2,0,1,0,0,1,95.73
2,0,2,0,1,0,0,2,97.29
2,0,6,0,1,0,0,1,98.45
1,1,0,0,1,0,0,2,96.99
1,0,4,2,0,0,0,2,85.84
2,0,2,1,0,0,0,2,93.4
1,0,4,5,1,0,0,0,98.15
1,4,4,4,2,2,0,2,98.24
1,2,0,3,2,1,3,2,99.1
2,2,2,1,2,0,2,2,92.98
2,0,0,1,3,0,2,3,94.19
2,1,2,2,1,0,2,5,98.15
5,0,0,0,1,0,1,4,95.06
4,0,0,0,1,0,2,5,90.3
5,0,0,0,1,1,3,4,95.89
4,0,0,0,0,1,1,6,92.6
3,0,0,0,2,0,3,3,93.48
3,1,1,1,2,0,3,3,88.34
2,2,0,0,1,0,2,2,76.68
1,5,0,1,1,0,1,1,57.38
3,3,0,0,0,0,1,2,68.2
0,4,0,0,2,0,1,3,67.51
4,2,0,0,0,0,2,2,67.39
2,0,1,0,1,0,2,5,76.26
2,0,0,0,1,0,1,2,62.63
3,0,0,0,1,0,2,4,81.83
5,0,0,0,1,0,3,5,76.7
6,1,0,1,1,1,1,5,76.42
4,0,3,1,5,0,1,4,76.31
3,0,1,0,3,0,2,7,67.86
3,0,1,2,3,2,0,4,71.7
4,0,3,1,1,1,0,5,79.87
2,2,2,3,0,0,0,2,62.39
0,2,3,1,0,1,0,1,67.65
2,3,2,1,1,1,1,2,68.62
1,4,2,2,0,0,0,4,71.71
2,3,4,1,0,0,1,1,63.93
3,4,2,1,2,0,2,3,65.05
0,1,1,0,4,0,2,4,66.99
2,1,0,2,1,0,1,4,81.93
2,1,0,3,1,1,0,0,73.85
1,0,0,3,1,1,0,0,72.33
0,4,2,2,0,0,0,2,66.02
1,0,3,0,2,0,0,2,70.54
0,4,2,1,2,0,0,2,86.5
3,2,1,0,2,0,0,2,71.91
0,1,4,2,1,1,3,2,63.18
